GCVS-Name	RA(2000)	Dec(2000)	PM-RA	PM-RAerr	PM-Dec	PM-Decerr	Epoch	l	b	Type	Period	Outburst	Cluster	Mag. Range	Coord-Ref.	PM-Ref	Type-Ref.	Chart-Ref.	Spect-Ref.	Period-Ref.	Other-Name	IUE	HST	ARIEL5	HEAO1	HEAO2	EXOSAT	ROSAT	GINGA	ASCA	EUVE
EF Tuc,  00 06,  -67 07 43.3,  0.0128,  0.0058,  -0.0047,  0.0058,  2000,  310,  -49,  ug,  145,  ,  ,  12.4I-14.6I,  2004-105,  2004-105,  2002-120,  A9999-99,  2001-56S,  2003-87,  1RXS J0001-6707,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
Sgr,  17 48 53.32,  -20 21 44.0,  ,  ,  ,  ,  ,  8,  4,  cv:,  ,  ,  G,  -,  2002-71,  ,  2002-71*,  ,  ,  ,  NGC 6440-CX22,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  17 48 55.,  -20 21 41.7,  ,  ,  ,  ,  ,  8,  4,  cv/lmxb,  ,  ,  G,  -,  2002-71,  ,  2002-71*,  ,  ,  ,  NGC 6440-CX4,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1274 Sgr,  17 49 24.57,  -17 52,  ,  ,  ,  ,  ,  10,  5,  n/sn:,  ,  1954.66,  ,  9.5p-<13.0p,  C00003,  ,  1987-08,  1987-08:*,  1987-08X:,  ,  SN s1954a,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V378 Ser,  17 49 42.55,  -12 59 59.2,  ,  ,  ,  ,  ,  14,  7,  n,  ,  2005.23,  ,  11.8V-<19.5p,  2005-37,  ,  2005-38,  A9999-99*,  2005-38X:,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V825 Sco,  17 50 05.2,  -33 32 13.7,  ,  ,  ,  ,  ,  357,  -3,  n,  ,  1964.,  ,  12p-19.0j,  C00002,  ,  1987-08,  1987-08,  1965-01X:,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V723 Sco,  17 50 13.16,  -35 23 57.8,  ,  ,  ,  ,  ,  355,  -4,  na/nra:,  ,  1952.61,  ,  9.8p-19j,  C00003,  ,  1987-08/1992-25,  1987-08*,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V380 Oph,  17 50 19.69,  +06 05 29.3,  0.0051,  5,  -0.0037,  5,  2000,  31,  16,  nl,  0.16,  ,  ,  14.5v-<16.1v,  2004-106,  2004-106,  1984-15,  1986-13,  1999-08S,  1985-19,  159.1929,  Y,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
V759 Sgr,  17 50 23.55,  -27 25 02.4,  -0.0418,  0.0107,  -37,  0.0107,  1999377,  2,  0,  ux/ug,  ,  ,  ,  13.6p-16.0p,  2000-108,  2000-108,  1989-16*,  1940-01,  ,  ,  HV 10285,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1172 Sgr,  17 50 36.09,  -20 40 30.3,  ,  ,  ,  ,  ,  8,  3,  n,  ,  1951.18,  ,  9.0p-18j,  C00002*,  ,  1987-08,  1987-08:,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  17 50 36.66,  -30 01 46.6,  ,  ,  ,  ,  ,  0,  -2,  na,  ,  1997.2,  ,  >14.5I-18.4I,  2003-09,  ,  2003-09*,  2003-09,  2006-16S,  ,  Bul_sc5_2859,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sco,  17 50 59.96,  -32 55 25.8,  ,  ,  ,  ,  ,  357,  -3,  ug:,  ,  ,  ,  -,  2003-09,  ,  2003-09,  ,  ,  ,  Bul_sc40_3491,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sco,  17 51 00.05,  -33 33 37.5,  ,  ,  ,  ,  ,  357,  -3,  ug,  ,  ,  ,  18.3I-20.1I,  2003-09,  ,  2003-09,  2003-09,  ,  ,  Bul_sc40_677,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V697 Sco,  17 51 50.35,  -37 24 55.2,  ,  ,  ,  ,  ,  353,  -5,  na/dq,  187,  1941.,  ,  10.2p-20.c,  C00002,  ,  2002-81,  1987-08,  1987-08X:,  2002-81,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V977 Sco,  17 51 50.89,  -32 32 00.1,  ,  ,  ,  ,  ,  358,  -3,  n,  ,  1989.63,  ,  9.4r-21j,  ICRS,  ,  1991-10,  1990-15*,  1991-10X,  ,  ,  Y,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
LW Ser,  17 51 56.13,  -14 43 50.6,  ,  ,  ,  ,  ,  13,  6,  na,  ,  1978.18,  ,  8.3v-20.6B,  C00002,  ,  1987-08,  1987-08,  1987-07X,  ,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V382 Sco,  17 51 58.,  -35 25 05.4,  ,  ,  ,  ,  ,  355,  -4,  n:,  ,  1901.67,  ,  9.5p-22j,  C00002,  ,  1987-08,  1987-08*,  ,  ,  HV 7006,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V720 Sco,  17 51 59.68,  -35 23 22.,  ,  ,  ,  ,  ,  355,  -4,  n,  ,  1950.60,  ,  7.5p-21 ,  C00003,  ,  1987-08,  1987-08:*,  1951-03X:,  ,  He 3-1503,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sco,  17 52 00.80,  -32 49 09.1,  ,  ,  ,  ,  ,  357,  -3,  ug:,  ,  ,  ,  -,  2003-09,  ,  2003-09,  ,  ,  ,  Bul_sc41_3228,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
KW Sgr,  17 52 27.08,  -28 01 21.0,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  T00000*,  ,  ,  ,  HDE 316496,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sco,  17 52 32.69,  -32 59 09.9,  ,  ,  ,  ,  ,  357,  -3,  ug:,  ,  ,  ,  -,  2003-09,  ,  2003-09,  ,  ,  ,  Bul_sc41_2587,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V4334 Sgr,  17 52 38.49,  -17 41 07.7,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  1996-25*,  ,  ,  ,  Sakurai's var.,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V982 Oph,  17 53 11.51,  +07 33 04.4,  ,  ,  ,  ,  ,  33,  16,  ug,  ,  ,  ,  15.3p-<17.2p,  2002-67,  ,  2002-67,  2002-67,  ,  ,  S 4187,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V696 Sco,  17 53 12.,  -35 50 15.4,  ,  ,  ,  ,  ,  355,  -5,  na,  ,  1944.37,  ,  7.5p-19.5j,  C00002,  ,  1987-08,  1987-08,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V2415 Sgr,  17 53 18.08,  -29 34 25.,  ,  ,  ,  ,  ,  0,  -2,  n,  ,  1951.,  ,  13p-<18p,  C00003,  ,  1987-08,  1987-08:*,  1987-08X:,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V744 Sco,  17 53 40.,  -31 13 35.1,  ,  ,  ,  ,  ,  359,  -3,  n:,  ,  1935.12,  ,  13.3p-21p,  C00003,  ,  1987-08,  1987-08:*,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sco,  17 53 40.45,  -30 45 32.,  ,  ,  ,  ,  ,  359,  -2,  n,  ,  1954.,  ,  13.8p- ,  C00003,  ,  1987-08,  1987-08:*,  ,  ,  NSV 9808,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  17 53 41.99,  -29 33 44.1,  ,  ,  ,  ,  ,  0,  -2,  ug,  ,  ,  ,  18.0I-19.8I,  2003-09,  ,  2003-09,  2003-09,  ,  ,  Bul_sc3_7898,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V4092 Sgr,  17 53 47.73,  -29 02 08.4,  ,  ,  ,  ,  ,  1,  -2,  n:,  ,  1984.74,  ,  10.5v- ,  C00002,  ,  1987-08,  1987-08,  1984-09X:,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  17 54 06.,  -29 44 37.9,  ,  ,  ,  ,  ,  0,  -2,  ugsu:,  ,  ,  ,  17.6I-20.3I,  2003-09,  ,  2003-09,  2003-09,  ,  ,  Bul_sc3_6033,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V711 Sco,  17 54 11.,  -34 21 16.,  ,  ,  ,  ,  ,  356,  -4,  n:,  ,  1906.50,  ,  9.7p-19j,  C00003,  ,  1987-08,  1987-08*,  ,  ,  HV 3061,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sco,  17 54 11.2,  -30 48 51.,  ,  ,  ,  ,  ,  ,  ,  non-ex,  ,  1990.,  ,  - ,  ,  ,  1990-22*,  ,  ,  ,  NSV 24027,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1141 Sco,  17 54 40.46,  -30 02 52.,  ,  ,  ,  ,  ,  0,  -2,  n,  ,  1997.43,  ,  8.5V-17.6V,  ICRS,  ,  1997-20,  2000-15,  1997-04X:,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V4643 Sgr,  17 54 43.,  -26 14 15.2,  ,  ,  ,  ,  ,  3,  0,  na,  ,  2001.15,  ,  8.1V-16.V,  2001-13,  ,  T00000,  A9999-99*,  2001-13X:,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  17 55 05.98,  -28 41 41.,  ,  ,  ,  ,  ,  1,  -2,  n,  ,  1963.,  ,  13 - ,  C00003,  ,  1987-08,  1987-08*,  1963-01X:,  ,  NSV 9828,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  17 55 09.84,  -29 20 32.7,  -0.00295,  0.00355,  -0.00553,  0.00332,  2000,  1,  -2,  cv:,  ,  ,  ,  20.1V-,  2005-102,  2004-107,  2005-102,  2005-102*,  ,  ,  m403.47614.3183,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V4642 Sgr,  17 55 22.25,  -19 46 01.0,  ,  ,  ,  ,  ,  9,  3,  na,  ,  2000.10,  ,  10.4V-<19.V,  2000-23,  ,  T00000,  2000-59,  2000-04X:,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V745 Sco,  17 55 24.99,  -33 14 59.5,  ,  ,  ,  ,  ,  357,  -4,  nra,  ,  1937.36,  ,  11.2p-21j,  ICRS,  ,  1991-10*,  1987-08*,  1990-13X,  ,  ,  Y,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
V1142 Sco,  17 55 52.78,  -31 01 41.5,  ,  ,  ,  ,  ,  359,  -3,  na,  ,  1998.81,  ,  6.9V-<20.V,  1998-27,  ,  1998-40,  2000-59*,  1998-15X:,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
MU Ser,  17 56 07.49,  -14 01 17.1,  ,  ,  ,  ,  ,  14,  6,  na,  ,  1983.15,  ,  7.7v-<21p,  C00002,  ,  1987-08,  1987-08:*,  1985-03X,  ,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V732 Sgr,  17 56 21.61,  -27 22 17.9,  -0.01,  4,  -22,  4,  2000,  3,  -1,  na,  ,  1936.,  ,  6.5p-<16.0p,  2003-115,  2003-115,  1987-08,  1987-08:*,  1937-01X:,  ,  HDE 316633,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sco,  17 56 34.14,  -31 05 41.8,  ,  ,  ,  ,  ,  359,  -3,  ug:,  ,  ,  ,  -,  2003-09,  ,  2003-09,  ,  ,  ,  Bul_sc22_880,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V960 Sco,  17 56 45.15,  -31 49 36.3,  ,  ,  ,  ,  ,  359,  -4,  n,  ,  1985.73,  ,  10.5v-20j,  C00002,  ,  1987-08,  1987-08,  1986-11X,  ,  ,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
Sco,  17 57 06.92,  -30 43 03.2,  ,  ,  ,  ,  ,  0,  -3,  ug:,  ,  ,  ,  -,  2003-09,  ,  2003-09,  ,  ,  ,  Bul_sc22_3429,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1178 Sco,  17 57 08.68,  -32 23 05.0,  ,  ,  ,  ,  ,  358,  -4,  na,  ,  2001.36,  ,  10.2p-<17.5r,  2001-68,  ,  2001-30,  2001-68*,  2001-68X,  ,  HadV92,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  17 57 19.,  -35 15 38.4,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  C00005*,  ,  ,  ,  NSV 24048,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V990 Sgr,  17 57 52.03,  -28 19 07.,  ,  ,  ,  ,  ,  2,  -2,  na:,  ,  1936.70,  ,  11.1p-<14.7p,  C00003,  ,  1987-08,  1987-08:,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sco,  17 58 21.32,  -31 05 10.2,  ,  ,  ,  ,  ,  0,  -3,  ugsu,  ,  ,  ,  16.2I-19.7I,  2003-09,  ,  2003-09,  2003-09,  ,  ,  Bul_sc23_2872,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V3889 Sgr,  17 58 32.45,  -28 21 52.7,  ,  ,  ,  ,  ,  2,  -2,  na:,  ,  1975.53,  ,  8.4v-21j,  C00002,  ,  1987-08,  1987-08*,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  17 58 53.58,  -27 52 44.4,  ,  ,  ,  ,  ,  2,  -2,  ug,  ,  ,  ,  16.0V-19.7V,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m401.48296.2600,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  17 58 54.98,  -29 18 59.7,  ,  ,  ,  ,  ,  1,  -3,  ug,  ,  ,  ,  19.1I-20.7I,  2003-09,  ,  2003-09,  2003-09,  ,  ,  Bul_sc20_135,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V2435 Sgr,  17 59 06.31,  -29 00 37.8,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  -,  ,  ,  2001-04*,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  17 59 18.17,  -42 35 07.0,  ,  ,  ,  ,  ,  350,  -9,  ugsu,  ,  ,  ,  14.2p-<15.5p,  ICRS,  ,  2003-49,  2003-50*,  ,  *,  NSV 9923,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
V4338 Sgr,  17 59 23.31,  -29 09 52.9,  ,  ,  ,  ,  ,  1,  -3,  ug:,  ,  1990.,  ,  8.0v-<14v,  1990-24*,  ,  1990-07,  A9999-99*,  1990-07X:,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V2446 Sgr,  17 59 39.61,  -29 02 16.7,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  1987-08*,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V4683 Sgr,  17 59 45.08,  -25 13 30.3,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  1994,  ,  - ,  ,  ,  1994-27*,  ,  ,  ,  NSV 24062,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V4135 Sgr,  17 59 48.54,  -32 16 20.8,  ,  ,  ,  ,  ,  359,  -4,  n,  ,  1987.38,  ,  10.0v-21.5j,  1987-11,  ,  1987-11,  1987-11*,  1987-17X:,  ,  ,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
V2468 Sgr,  17 59 51.82,  -29 01 03.7,  0.00396,  0.00315,  -0.0015,  0.00372,  1997.06,  2,  -3,  UG:,  ,  ,  ,  17.4p-18.2p,  ICRS,  2004-107,  T00000*,  1968-09,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V735 Sgr,  17 59 59.63,  -29 33 55.9,  ,  ,  ,  ,  ,  1,  -3,  ugz,  ,  ,  ,  13.5p-16.5p,  ICRS,  ,  1982-03,  2002-90,  ,  ,  HV 9175,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V4741 Sgr,  18 00 01.22,  -30 53 20.5,  ,  ,  ,  ,  ,  0,  -4,  na,  ,  2002.29,  ,  9.2V-<18.V,  2002-32,  ,  2002-32,  A9999-99*,  2002-34X:,  ,  N Sgr 2002 No. 1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 00 01.25,  -29 50 38.5,  ,  ,  ,  ,  ,  1,  -3,  ug,  ,  ,  ,  18.7V-20.7V,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m118.18664.5336,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 00 02.2,  -29 02 06.4,  ,  ,  ,  ,  ,  2,  -3,  cv:,  ,  ,  ,  19.9V-,  2005-102,  ,  2005-102,  2005-102*,  ,  ,  m113.18676.5195,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V999 Sgr,  18 00 12.02,  -27 33 14.0,  ,  ,  ,  ,  ,  3,  -2,  nb,  ,  1910.,  ,  8.0p-17.4B,  C00002,  ,  1987-08,  1987-08,  1987-09S*,  ,  HD 163982,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V394 CrA,  18 00 30.2,  -39 00 35.1,  ,  ,  ,  ,  ,  353,  -8,  nrb,  ,  1949.22,  ,  7.2V-18.8V,  C00002,  ,  1991-10*,  1988-12*,  1991-10X,  *,  N Sco 1949,  Y,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,  
V2301 Oph,  18 00 36.9,  +08 10 13.6,  0.0056,  5,  0.0262,  5,  2000,  35,  15,  am,  0.07845,  ,  ,  16.1V-21.V,  2004-106,  2004-106,  1994-28,  1994-05,  1994-05S,  1994-28,  Oph1,   1H 1752+081,  ,  Y,  ,  Y,  ,  ,  Y,  ,  Y,  
V1944 Sgr,  18 00 40.93,  -27 17 12.,  ,  ,  ,  ,  ,  3,  -2,  n,  ,  1960.,  ,  13p- ,  ICRS*,  ,  1987-08,  1987-08:,  1987-08X:,  ,  SVS 1397,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V2493 Sgr,  18 00 51.55,  -29 00 12.8,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  1996-01*,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V551 Sgr,  18 00 58.86,  -34 35 45.,  ,  ,  ,  ,  ,  357,  -6,  ugsu,  ,  ,  ,  13.5p-20p,  ICRS,  ,  2004-24,  1998-78*,  2003-15S,  *,  HV 7095,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
DZ Ser,  18 01 00.00,  -10 33 52.1,  ,  ,  ,  ,  ,  18,  6,  n,  ,  1960.,  ,  14.0p-21p,  C00002,  ,  1987-08,  1987-08*,  1961-01X:,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 01 14.89,  -28 24 18.2,  ,  ,  ,  ,  ,  2,  -3,  ug,  ,  ,  ,  17.5V-19.7V,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m108.19205.3394,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 01 15.62,  -28 36 24.0,  ,  ,  ,  ,  ,  2,  -3,  ug,  ,  ,  ,  18.6I-20.6I,  2003-09,  ,  2003-09,  2003-09,  ,  ,  Bul_sc30_5126,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 01 20.13,  -27 27 47.2,  ,  ,  ,  ,  ,  3,  -2,  ug:,  ,  ,  ,  -,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m176.19349.6100,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 01 20.9,  -28 25 57.3,  ,  ,  ,  ,  ,  2,  -3,  ug:,  ,  ,  ,  -,  2003-09,  ,  2003-09,  ,  ,  ,  Bul_sc30_6421,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
KY Sgr,  18 01 32.71,  -26 24 40.9,  ,  ,  ,  ,  ,  4,  -2,  na:,  ,  1926.44,  ,  10.6p-20j,  C00003,  ,  1987-08,  1987-08:*,  ,  ,  HV 4480,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 01 35.45,  -28 52 23.9,  ,  ,  ,  ,  ,  2,  -3,  ug:,  ,  ,  ,  -,  2003-09,  ,  2003-09,  ,  ,  ,  Bul_sc30_3025,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 01 37.,  -29 07 30.6,  ,  ,  ,  ,  ,  2,  -3,  ugsu,  ,  ,  ,  17.8V-20.6V,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m113.19455.4698,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1174 Sgr,  18 01 43.15,  -28 44 26.,  ,  ,  ,  ,  ,  2,  -3,  n,  ,  1952.14,  ,  12.0p-<18p,  C00003,  ,  1987-08,  1987-08:*,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V384 Sco,  18 01 48.75,  -35 39 27.8,  ,  ,  ,  ,  ,  356,  -6,  n:,  ,  1893.,  ,  12.3p-18.5j,  1987-08,  ,  1987-08,  1987-08,  ,  ,  HV 7104,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 02 05.03,  -27 22 55.2,  ,  ,  ,  ,  ,  3,  -2,  n::,  117,  ,  ,  15.1V-16.9V,  ICRS,  ,  2000-41,  2000-57*,  ,  2005-99,  MACHO pec var,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V4742 Sgr,  18 02 25.95,  -25 20 32.2,  ,  ,  ,  ,  ,  5,  -1,  na,  ,  2002.71,  ,  8.0V-<18.V,  2002-77,  ,  2002-77,  A9999-99*,  2002-77X:,  *,  N Sgr 2002 No. 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 02 29.21,  -29 39 40.6,  0.01377,  0.00447,  0.0134,  0.00452,  2000,  1,  -4,  cv:,  ,  ,  ,  19.8V-,  2005-102,  2004-107,  2005-102,  2005-102*,  ,  ,  m119.19707.2379,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V4027 Sgr,  18 02 40.21,  -28 45 19.9,  ,  ,  ,  ,  ,  2,  -3,  n,  ,  1968.,  ,  11.0r-<21j,  C00003,  ,  1987-08,  1987-08:*,  1987-08X:,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 02 51.70,  -29 19 20.1,  ,  ,  ,  ,  ,  2,  -3,  cv:,  ,  ,  ,  19.7V-,  2005-102,  ,  2005-102,  2005-102*,  ,  ,  m114.19842.2283,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 03 01.33,  -29 15 13.9,  ,  ,  ,  ,  ,  2,  -3,  ug:,  ,  ,  ,  -,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m114.19973.4162,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 03 06.09,  -28 01 45.1,  ,  ,  ,  ,  ,  3,  -3,  cv:,  ,  ,  ,  19.3V-,  2005-102,  ,  2005-102,  2005-102*,  ,  ,  m104.19991.1951,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V5099 Sgr,  18 03 24.67,  -27 30 44.8,  0.1,  1,  64,  16,  2000,  3,  -3,  ugsu,  ,  ,  ,  15.4V-19.2V,  2003-115,  2003-115,  1999-91,  1999-91*,  ,  ,  MACHO SU UMa var,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 03 25.01,  -28 17 23.5,  ,  ,  ,  ,  ,  3,  -3,  ug:,  ,  ,  ,  -,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m109.20247.4850,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V2104 Oph,  18 03 29.61,  +11 47 57.1,  ,  ,  ,  ,  ,  38,  16,  n,  ,  1976.72,  ,  8.8v-20.5V,  ICRS,  ,  1987-08,  2000-15*,  1976-04X:,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1431 Sgr,  18 03 30.87,  -29 59 54.9,  ,  ,  ,  ,  ,  1,  -4,  n:,  ,  1945.60,  ,  17.2p-<19.2p,  ICRS,  ,  1987-08,  1956-01*,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Her,  18 03 57.15,  +40 12 20.6,  ,  ,  ,  ,  ,  67,  26,  dq,  0.1126,  ,  ,  18.0B-,  2005-44,  ,  2005-44,  2005-44,  2005-44S,  2005-44,  1RXS J180340+401214,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
Sgr,  18 03 58.77,  -27 52 42.9,  ,  ,  ,  ,  ,  3,  -3,  ug:,  ,  ,  ,  -,  2003-09,  ,  2003-09,  ,  ,  ,  Bul_sc35_3030,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
EX Dra,  18 04 17.3,  +67 54 12.4,  28,  3,  8,  2,  2000,  98,  29,  ug,  0.209937,  ,  ,  13.5B-17.2B,  2003-115,  2003-115,  1996-07,  1997-13,  1996-07S,  2003-107,  Dra5,   HS 1804+6753,  ,  Y,  ,  ,  Y,  ,  ,  ,  ,  
V2335 Oph,  18 04 22.86,  +04 43 44.,  ,  ,  ,  ,  ,  32,  13,  ug,  ,  ,  ,  15.0p-<21.0b,  1996-03,  ,  1996-03,  1996-03,  ,  ,  Oph4,   Antipin V25,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1502 Sgr,  18 04 34.47,  -30 06 47.1,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  T00000*,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 04 47.20,  -30 05 11.6,  ,  ,  ,  ,  ,  1,  -4,  ug:,  ,  ,  ,  -,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m119.20610.3305,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 04 51.67,  -27 07 48.3,  ,  ,  ,  ,  ,  4,  -3,  ugsu,  ,  ,  ,  17.7V-19.3V,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m101.20784.2398,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 05 08.58,  -27 43 09.1,  ,  ,  ,  ,  ,  3,  -3,  ug,  ,  ,  ,  16.1V-17.6V,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m104.20906.960,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 05 12.,  -29 16 52.0,  ,  ,  ,  ,  ,  2,  -4,  ug:,  ,  ,  ,  -,  2004-48,  ,  2004-48,  A9999-99,  ,  ,  m114.20882.3609,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
