Name_RK	RAJ2000_RK	DEJ2000_RK	Type1_RK	Type2_RK	mag1_RK	Orb.Per	Distance_RK	5%_RK	95%_RK  	Name_DS	RAJ2000_DS	DEJ2000_DS	PM-RA_DS	PM-RAerr_DS	PM-Dec_DS	PM-Decerr_DS	Epoch_DS	l_DS	b_DS	Type_DS	Period_DS	Outburst_DS	Cluster_DS	Mag. Range_DS	Coord-Ref_DS	PM-Ref_DS	Type-Ref_DS	Chart-Ref_DS	Spect-Ref_DS	Period-Ref_DS	Other-Name_DS	IUE_DS	HST_DS	ARIEL5_DS	HEAO1_DS	HEAO2_DS	EXOSAT_DS	ROSAT_DS	GINGA_DS	ASCA_DS	EUVE_DS		Link_Name_SIMBAD 	Link_Coord_SIMBAD
 , , , , , , , , , , Aql2,  18 45 12.51,  -02 58 35.0,  ,  ,  ,  ,  ,  320,  -26,  am,  0.062553,  ,  ,  15.2V-17.6V,  ICRS,  ,  1993-09,  1993-09,  1993-09S,  1996-65,  RE J1844-741,  ,  Y,  ,  ,  ,  ,  Y,  ,  ,  Y,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=Aql2,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 45 12.51++-02 58 35.0&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , V2038 Sgr,  18 45 20.46,  -26 27 47.4,  5,  0.0075,  -0.0061,  0.0075,  2000,  30,  0,  UG:,  ,  ,  ,  13v-<14v,  2004-105,  2004-105,  T00001,  1951-04*,  ,  ,  NSV 11297,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V2038 Sgr,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 45 20.46++-26 27 47.4&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , V368 Sct,  18 45 43.55,  -08 33 01.2,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  1996-01*,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V368 Sct,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 45 43.55++-08 33 01.2&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , GL Sct,  18 45 48.39,  -06 25 14.9,  ,  ,  ,  ,  ,  25,  -3,  na,  ,  1970.58,  ,  6.9v-19.0p,  ICRS,  ,  1987-08,  1987-08,  1974-01X:,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=GL Sct,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 45 48.39++-06 25 14.9&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , Sct,  18 46 51.1,  -04 56 38.,  ,  ,  ,  ,  ,  43,  7,  na,  0.297635,  1991.23,  ,  5.4V-15.4B,  ICRS,  ,  1995-41,  1994-02*,  1992-10X,  1992-10,  ,  Y,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=Sct,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 46 51.1++-04 56 38.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , V444 Sct,  18 47 09.91,  -08 20 53.6,  12,  5,  18,  2,  2000,  85,  23,  am,  0.089387,  ,  ,  17.2R-20.0R,  2003-115,  2003-115,  2002-73,  2002-73,  2002-73S,  2002-73,  RX J1846.9+5538,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V444 Sct,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 47 09.91++-08 20 53.6&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , V522 Sgr,  18 48 00.49,  -25 22 27.0,  ,  ,  ,  ,  ,  25,  -3,  na,  ,  1991.66,  ,  10.5v-20r,  1991-19,  ,  1991-19,  A9999-99*,  ,  ,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V522 Sgr,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 48 00.49++-25 22 27.0&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , V475 Sct,  18 49 37.62,  -09 33 50.3,  0.0104,  1,  -0.0079,  0.0009,  2000,  33,  0,  na/dq::,  0.1385,  1918.4,  ,  -1.1v-11.8B,  2004-105,  2004-105,  1987-08/1994-46,  1987-08,  1983-12S,  2000-60,  HD 174107,  Y,  Y,  ,  ,  Y,  Y,  Y,  ,  Y,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V475 Sct,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 49 37.62++-09 33 50.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , V443 Sct,  18 49 38.95,  -06 11 15.9,  ,  ,  ,  ,  ,  24,  -4,  n:,  ,  2003.65,  ,  8.9V-,  2003-61,  ,  2003-62,  A9999-99*,  2003-62X,  ,  N Sct 2003,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V443 Sct,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 49 38.95++-06 11 15.9&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , V4332 Sgr,  18 50 36.70,  -21 23 29.6,  ,  ,  ,  ,  ,  27,  -2,  n,  ,  1989.72,  ,  8.5p-<20p,  1989-11*,  ,  1991-10,  1990-15:*,  1991-10X,  ,  ,  Y,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V4332 Sgr,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 50 36.70++-21 23 29.6&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , Sct,  18 53 03.6,  -08 37 24.,  0.0027,  0.0051,  0.0001,  0.0051,  2000,  57,  11,  ug,  0.1591,  ,  ,  13.2p-17.0p,  2004-105,  2004-105,  1985-07,  1982-03,  1985-07S,  1998-72,  237.1929,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=Sct,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 53 03.6++-08 37 24.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , Sct,  18 53 03.89,  -08 42 27.2,  0.00162,  0.00063,  -0.00052,  0.00088,  1997356,  25,  -4,  ug:,  ,  ,  G,  18.3V- ,  ICRS,  1988-11,  1966-06*,  1966-05*,  ,  ,  NGC 6712 V9,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=Sct,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 53 03.89++-08 42 27.2&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , Lyr,  18 53 10.,  +35 47,  ,  ,  ,  ,  ,  25,  -4,  cv:,  ,  ,  G,  19.5V-,  ICRS,  ,  2000-54*,  2000-54,  ,  ,  NGC 6712 10261,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=Lyr,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 53 10.+++35 47&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , HR Lyr,  18 53 25.05,  +29 13 37.8,  ,  ,  ,  ,  ,  66,  15,  N:,  ,  1923.,  ,  13p-<16p,  1923-02,  ,  T00001,  1957-01*,  ,  ,  NSV 11494,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=HR Lyr,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 53 25.05+++29 13 37.8&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , Dra,  18 54 06.41,  +48 55 18.5,  -0.0031,  5,  -0.0061,  5,  2000,  60,  12,  na,  ,  1919.93,  ,  6.5p-15.8p,  2004-106,  2004-106,  1987-08,  1987-08,  1983-12S,  ,  HD 175268,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=Dra,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 54 06.41+++48 55 18.5&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , V4368 Sgr,  18 54 40.32,  -19 41 59.8,  ,  ,  ,  ,  ,  79,  20,  cv:,  ,  ,  ,  19.4c-,  2002-84,  ,  2002-84,  2002-84,  ,  ,  Var near UGC 11376,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V4368 Sgr,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 54 40.32++-19 41 59.8&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , Sgr,  18 55 02.45,  -30 28 57.5,  0.0022,  3,  -0.0237,  0.0029,  2000,  5,  -14,  dq,  0.140244,  ,  ,  12.3V-<16.8V,  2004-105,  2004-105,  1988-13,  1981-08,  1981-08S,  1987-25,  3A 1851-312,  Y,  Y,  Y,  Y,  ,  Y,  Y,  ,  Y,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=Sgr,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 55 02.45++-30 28 57.5&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , Sgr,  18 55 02.66,  -30 28 41.5,  ,  ,  ,  ,  ,  6,  -14,  am/dq:,  ,  ,  G,  -,  2006-01,  ,  2006-01*,  ,  ,  ,  NGC 6715-CX4,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=Sgr,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 55 02.66++-30 28 41.5&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , Sgr,  18 55 02.76,  -30 28 53.0,  ,  ,  ,  ,  ,  6,  -14,  am/dq:,  ,  ,  G,  -,  2006-01,  ,  2006-01*,  ,  ,  ,  NGC 6715-CX7,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=Sgr,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 55 02.76++-30 28 53.0&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , Sgr,  18 55 02.96,  -30 28 45.0,  ,  ,  ,  ,  ,  6,  -14,  am/dq:,  ,  ,  G,  -,  2006-01,  ,  2006-01*,  ,  ,  ,  NGC 6715-CX6,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=Sgr,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 55 02.96++-30 28 45.0&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , Sgr,  18 55 03.48,  -30 28 47.4,  ,  ,  ,  ,  ,  6,  -14,  am/dq:,  ,  ,  G,  -,  2006-01,  ,  2006-01*,  ,  ,  ,  NGC 6715-CX1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=Sgr,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 55 03.48++-30 28 47.4&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , Sgr,  18 55 03.65,  -30 28 41.1,  ,  ,  ,  ,  ,  6,  -14,  am/dq:,  ,  ,  G,  -,  2006-01,  ,  2006-01*,  ,  ,  ,  NGC 6715-CX2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=Sgr,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 55 03.65++-30 28 41.1&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , Sgr,  18 55 03.89,  -30 28 38.0,  ,  ,  ,  ,  ,  6,  -14,  am/dq:,  ,  ,  G,  -,  2006-01,  ,  2006-01*,  ,  ,  ,  NGC 6715-CX5,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=Sgr,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 55 03.89++-30 28 38.0&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , EL Aql,  18 56 02.03,  -03 19 20.6,  ,  ,  ,  ,  ,  27,  -4,  na/dq,  ,  1975.36,  ,  7.1v-18.8B,  C00002,  ,  2004-92,  1987-08,  1996-14S,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=EL Aql,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 56 02.03++-03 19 20.6&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , EU Sct,  18 56 13.17,  -04 12 33.4,  16,  16,  -24,  7,  2000,  30,  -2,  na,  ,  1927.45,  ,  6.4p-20p,  2003-115,  2003-115,  1987-08,  1927-03*,  1928-01X:,  ,  60.1927,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=EU Sct,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 56 13.17++-04 12 33.4&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , V800 Aql,  18 56 32.40,  +10 48 42.4,  2,  6,  -44,  1,  2000,  30,  -3,  na,  ,  1949.59,  ,  8.4p-18p,  2003-115,  2003-115,  1987-08,  1987-08*,  1950-01X:,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V800 Aql,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 56 32.40+++10 48 42.4&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , Sct,  18 56 34.97,  -08 35 30.3,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  1994-26*,  ,  ,  ,  S 4376,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=Sct,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 56 34.97++-08 35 30.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , FS Sct,  18 58 16.93,  -05 24 05.2,  ,  ,  ,  ,  ,  45,  5,  na,  207,  1960.,  ,  3.0p-17.8B,  ICRS,  ,  1987-08,  1998-32*,  1995-08S,  2000-77,  ,  Y,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=FS Sct,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 58 16.93++-05 24 05.2&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , V493 Lyr,  19 01 31.49,  +42 54 52.5,  ,  ,  ,  ,  ,  14,  -12,  na,  281,  2002.72,  ,  5.0V-16.8V,  2002-79,  ,  2002-78,  A9999-99*,  2002-78X:,  2003-86,  N Sgr 2002 No. 3,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V493 Lyr,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 01 31.49+++42 54 52.5&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , Aql,  19 01 59.5,  +13 52 30.,  ,  ,  ,  ,  ,  22,  -8,  na,  ,  1898.,  ,  4.9p-18.1B,  C00002,  ,  1987-08,  1987-08*,  1986-08S,  ,  HD 176654,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=Aql,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 01 59.5+++13 52 30.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , V604 Aql,  19 02 06.39,  -04 26 43.7,  ,  ,  ,  ,  ,  46,  4,  ug:,  ,  ,  ,  10.6p-17.p,  C00005,  ,  1985-09*,  1987-14*,  ,  ,  NSV 24663,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V604 Aql,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 02 06.39++-04 26 43.7&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , Aql,  19 02 14.84,  +13 03 03.2,  18,  1,  -12,  6,  2000,  30,  -4,  na,  ,  1905.63,  ,  8.2p-21p,  2003-115,  2003-115,  1987-08,  1994-51,  1906-01X:,  ,  HD 176779,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=Aql,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 02 14.84+++13 03 03.2&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , Aql,  19 02 56.7,  +15 09 41.,  ,  ,  ,  ,  ,  46,  4,  n,  ,  1985.55,  ,  10.6p-,  2002-27,  ,  2002-27,  2002-27*,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=Aql,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 02 56.7+++15 09 41.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , CM Aql,  19 03 35.09,  -03 03 15.0,  ,  ,  ,  ,  ,  48,  4,  ug:,  ,  ,  ,  10.5p-13.p,  C00005,  ,  1985-09*,  1987-14*,  ,  ,  NSV 24667,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=CM Aql,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 03 35.09++-03 03 15.0&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , QV Vul,  19 04 40.29,  +21 46 14.1,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  T00000*,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=QV Vul,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 04 40.29+++21 46 14.1&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , V1440 Aql,  19 05 00.13,  -07 08 30.8,  ,  ,  ,  ,  ,  54,  7,  na,  ,  1987,  ,  7.0v-17.7R,  ICRS,  ,  1987-27,  2000-15,  1994-14X,  ,  ,  Y,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V1440 Aql,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 05 00.13++-07 08 30.8&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , V1663 Aql,  19 05 12.50,  +05 14 12.0,  0.0007,  0.0011,  -0.0006,  0.0011,  2000,  28,  -6,  nl:+ell,  ,  ,  ,  8.6V-,  2000-110,  2000-110,  1999-32,  AHD,  ,  ,  HIP 93724,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V1663 Aql,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 05 12.50+++05 14 12.0&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , Aql,  19 05 36.7,  +14 11 48.,  ,  ,  ,  ,  ,  33,  -4,  na/dq,  0.2558,  1995.10,  ,  7.5v-<19V,  ICRS,  ,  1995-02/1996-40,  1998-77*,  1995-02X:,  1998-68,  ,  Y,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=Aql,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 05 36.7+++14 11 48.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , V1548 Aql,  19 07 28.42,  +11 44 45.8,  -0.0036,  5,  0.0018,  5,  2000,  16,  -13,  vy,  ,  ,  ,  14.2p-15.5p,  2004-106,  2004-106,  1988-09,  1998-21,  1988-09S,  ,  vG 237,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V1548 Aql,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 07 28.42+++11 44 45.8&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , V841 Aql,  19 07 39.79,  +10 29 43.7,  ,  ,  ,  ,  ,  46,  2,  na,  156,  1999.53,  ,  10.4V-<21.V,  1999-26,  ,  1999-40,  1999-59*,  1999-10X:,  2000-69,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V841 Aql,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 07 39.79+++10 29 43.7&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , V415 Lyr,  19 08 03.89,  +31 23 55.5,  ,  ,  ,  ,  ,  44,  1,  n,  ,  1951.,  ,  11.5p-<17.5p,  C00002,  ,  1987-08,  1987-08*,  1999-09S*,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V415 Lyr,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 08 03.89+++31 23 55.5&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , V1089 Sgr,  19 08 46.38,  -17 21 46.7,  ,  ,  ,  ,  ,  63,  10,  ug:,  ,  ,  ,  14.8p-<17.0p,  ICRS,  ,  1987-04,  1987-04,  1992-06S,  ,  SVS 1640,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V1089 Sgr,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 08 46.38++-17 21 46.7&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 , , , , , , , , , , V452 Lyr,  19 10 26.33,  +43 28 55.0,  -36,  7,  -4,  5,  2000,  61,  9,  ugsu,  ,  ,  ,  14.4p-<17.5p,  2003-115,  2003-115,  1998-43,  1970-02*,  ,  *,  SVS 1584,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V452 Lyr,  http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=19 10 26.33+++43 28 55.0&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
