Name	RAJ2000	DEJ2000	Type1	Type2	mag1	Orb.Per	Distance	5%	95%	GCVS-Name	RA(2000)	Dec(2000)	PM-RA	PM-RAerr	PM-Dec	PM-Decerr	Epoch	l	b	Type	Period	Outburst	Cluster	Mag. Range	Coord-Ref.	PM-Ref	Type-Ref.	Chart-Ref.	Spect-Ref.	Period-Ref.	Other-Name	IUE	HST	ARIEL5	HEAO1	HEAO2	EXOSAT	ROSAT	GINGA	ASCA	EUVE
DK Lac,  22 49 47.0,  +53 17 20,  Na,  VY,  16.88,  0.129600,  2635.49,  601.64,  1124.37,  DK Lac,  22 49 46.97,  +53 17 20.0,  0.0035,  5,  0.0086,  5,  2000,  105,  -5,  na,  ,  1950.06,  ,  5.0p-15.5p,  2004-106,  2004-106,  1987-08,  1987-08*,  1996-14S,  ,  ,  Y,  Y,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=DK Lac
AM Her,  18 16 13.3,  +49 52 04,  NL,  AM,  13.58,  0.128927,  87.76,  0.23,  0.23,  AM Her,  18 16 13.33,  +49 52 04.3,  -0.0399,  0.0009,  0.0297,  0.0009,  1992953,  78,  26,  am,  0.128927,  ,  ,  12.0V-15.5V,  ICRS,  2003-113,  1984-15,  1983-12,  1983-12S,  1981-22,  3A 1815+498,  Y,  Y,  Y,  Y,  Y,  Y,  Y,  Y,  Y,  Y,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=AM Her
KQ Mon,  07 31 21.1,  -10 21 50,  NL,  UX,  13.24,  0.128000,  628.58,  16.75,  19.77,  KQ Mon,  07 31 21.13,  -10 21 49.0,  0.00818,  0.0025,  -0.00147,  0.0027,  1991.25,  227,  4,  ux,  ,  ,  ,  12.1p-13.0p,  2001-119,  2001-119,  1989-16,  1957-03,  1994-07S,  *,  119.1943,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=KQ Mon
DN Gem,  06 54 54.4,  +32 08 27,  Na,    ,  16.18,  0.127844,  1440.69,  231.77,  333.29,  DN Gem,  06 54 54.35,  +32 08 27.9,  -0.0016,  0.0059,  -7,  0.0059,  2000,  184,  15,  na,  0.12785,  1912.20,  ,  3.5p-16.0B,  2004-105,  2004-105,  1987-08,  1987-08,  1983-12S,  1999-73,  HD 50480,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=DN Gem
AH Men,  06 11 44.1,  -81 49 24,  NL,  SW,  13.79,  0.127210,  500.13,  6.43,  6.67,  AH Men,  06 11 44.46,  -81 49 23.1,  0,  0.0045,  0.0201,  0.0042,  2000,  294,  -28,  nl/dq:,  0.12721,  ,  ,  13.2V-14.0V,  2004-105,  2004-105,  1993-04/1994-46,  1993-04,  1993-04S,  1999-97,  Men1,   1H 0551-819,  Y,  ,  ,  Y,  ,  ,  Y,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=AH Men
BX Pup,  07 54 15.6,  -24 19 36,  DN,  ZC,  15.79,  0.127000,  758.71,  36.65,  39.17,  BX Pup,  07 54 15.58,  -24 19 36.5,  4,  2,  -0.01,  3,  2000,  242,  2,  ugz,  127,  ,  O,  13.8V-18.0V,  2003-115,  2003-115,  1987-20,  1982-03,  1995-07S,  1993-31,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=BX Pup
CW Hyi,  02 30 51.1,  -68 42 05,  NL,  AM,  17.37,  0.126250,  573.71,  40.90,  48.04,  Hyi,  02 30 51.08,  -68 42 05.4,  ,  ,  ,  ,  ,  290,  -46,  am,  0.12625,  ,  ,  16.0V-18.0V,  ICRS,  ,  2000-29,  2002-118,  2002-118S,  2002-102,  1RXS J023053-684203,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=CW Hyi
V4633 Sgr,  18 21 40.5,  -27 31 38,  Na,  NL,   nan,  0.125567,  nan,  nan,  nan,  V4633 Sgr,  18 21 40.47,  -27 31 38.0,  ,  ,  ,  ,  ,  5,  -6,  na,  0.125576,  1998.32,  ,  7.4V-<20.V,  1998-42,  ,  1998-26,  2000-59,  2000-06X,  2001-87,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V4633 Sgr
LQ Peg,  21 36 19.1,  +11 40 55,  NL,  VY,  14.80,  0.124747,  1098.17,  95.93,  112.61,  LQ Peg,  21 36 19.12,  +11 40 54.4,  0.00497,  0.0039,  -6E-05,  0.00389,  2000738,  66,  -29,  ux,  ,  ,  ,  14.0B-17.5B,  2006-22,  2006-22,  1994-49,  1986-06,  1984-10S,  *,  Peg6,   PG 2133+115,  Y,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=LQ Peg
V442 Oph,  17 32 15.1,  -16 15 22,  NL,  VY,  13.82,  0.124330,  499.37,  10.65,  11.37,  V442 Oph,  17 32 15.14,  -16 15 21.6,  -0.0036,  5,  0.0122,  5,  2000,  9,  9,  vy,  0.12433,  ,  ,  12.6v-15.5v,  2004-106,  2004-106,  1995-41,  1983-12,  1983-07S,  2002-110,  SVS 337,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V442 Oph
V5116 Sgr,  18 17 50.8,  -30 26 32,  Na,    ,   nan,  0.123744,  nan,  nan,  nan,  V5116 Sgr,  18 17 50.79,  -30 26 32.4,  ,  ,  ,  ,  ,  2,  -7,  n,  ,  2005.50,  ,  8.1V-,  2005-72,  ,  2005-73,  A9999-99*,  2005-73X:,  ,  Nova Sgr 2005 No. 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V5116 Sgr
DM Gem,  06 44 12.1,  +29 56 42,  Na,  SW,  17.18,  0.122800,  4801.60,  2002.70,  4227.27,  DM Gem,  06 44 12.15,  +29 56 42.0,  -7,  ,  -3,  ,  1995156,  185,  12,  na,  ,  1903.18,  ,  4.8v-16.7p,  ICRS,  1923-03,  1987-08,  1987-08,  1986-08S,  *,  HD 48328,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=DM Gem
J0813+2813,  08 13 52.0,  +28 13 17,  NL,  VY,  18.12,  0.122000,  1648.09,  596.73,  1915.65,  Cnc,  08 13 52.02,  +28 13 17.3,  -0.0016,  0.0039,  -0.0039,  0.00389,  2002849,  194,  29,  nl,  0.11,  ,  ,  17.2s-,  2006-22,  2006-22,  2005-32*,  A9999-99,  2005-32S,  2005-32,  SDSS J081352+281317,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J0813+2813
V1084 Her,  16 43 45.7,  +34 02 40,  NL,  SW,  12.37,  0.120560,  444.62,  9.70,  9.44,  Her,  16 43 45.70,  +34 02 39.6,  -0.0022,  1,  -0.0118,  0.0009,  2000,  56,  40,  nl,  0.12056,  ,  ,  12.6V-,  2004-105,  2004-105,  2002-07,  2002-07,  2002-07S,  2002-110,  RX J1643.7+3402,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V1084 Her
NGC 104-W8,  00 24 10.5,  -72 04 26,  CV,    ,   nan,  0.119270,  nan,  nan,  nan,  Tuc,  00 24 10.51,  -72 04 25.6,  ,  ,  ,  ,  ,  306,  -45,  cv,  0.11927,  ,  G,  21.7V-,  2003-78,  ,  2003-78,  A9999-99*,  ,  2003-78,  NGC 104-W8,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=NGC 104-W8
HY Eri,  05 01 46.3,  -03 59 21,  NL,  AM,  20.30,  0.118969,  -7.33,  0.02,  0.01,  HY Eri,  05 01 46.39,  -03 59 20.7,  ,  ,  ,  ,  ,  203,  -26,  am,  0.118969,  ,  ,  17.5V-22.7V,  ICRS,  ,  1999-04,  A9999-99*,  1999-04S,  1999-04,  RX J0501-0359,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=HY Eri
V351 Pup,  08 11 38.3,  -35 07 31,  Na,    ,  20.08,  0.118200,  3924.77,  2308.31,  4762.96,  V351 Pup,  08 11 38.40,  -35 07 30.5,  ,  ,  ,  ,  ,  253,  -1,  n/am,  0.1182,  1991.99,  ,  6.4p-19.6V,  ICRS,  ,  2004-92,  2000-15,  1996-53X,  2001-79,  ,  Y,  Y,  ,  ,  ,  ,  Y,  ,  Y,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V351 Pup
V630 Sgr,  18 08 48.4,  -34 20 22,  Na,  SH,  17.52,  0.117930,  4270.77,  2048.13,  4627.87,  V630 Sgr,  18 08 48.25,  -34 20 21.4,  ,  ,  ,  ,  ,  358,  -7,  na,  118,  1936.76,  ,  4.5p-17.5V,  C00002,  ,  1987-08,  1987-08,  2002-94S,  2001-79,  HDE 321353,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V630 Sgr
V2214 Oph,  17 12 01.6,  -29 37 33,  Na,    ,  18.90,  0.117515,  1010.95,  590.04,  4165.77,  V2214 Oph,  17 12 01.58,  -29 37 33.3,  ,  ,  ,  ,  ,  355,  6,  nb/am,  0.117515,  1988.28,  ,  8.5p-20.5j,  1988-15,  ,  1993-05,  1993-05,  1993-05X,  1993-05,  ,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V2214 Oph
TU Men,  04 41 40.7,  -76 36 46,  DN,  SU,  17.08,  0.117200,  278.65,  8.20,  8.74,  TU Men,  04 41 40.52,  -76 36 46.3,  ,  ,  ,  ,  ,  289,  -33,  ugsu,  0.1172,  ,  ,  11.6V-18.5V,  ICRS,  ,  1987-20,  1982-03,  1995-05S,  1995-05,  S 6732,  Y,  Y,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=TU Men
V5627 Sgr,  18 01 56.3,  -27 22 56,  DN,    ,  17.20,  0.117161,  3892.37,  1780.56,  3772.39,  Sgr,  18 01 56.22,  -27 22 55.2,  ,  ,  ,  ,  ,  3,  -2,  n::,  117,  ,  ,  15.1V-16.9V,  ICRS,  ,  2000-41,  2000-57*,  ,  2005-99,  MACHO pec var,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V5627 Sgr
WX LMi,  10 26 27.5,  +38 45 04,  NL,  AM,  16.34,  0.115924,  98.58,  1.58,  1.66,  WX LMi,  10 26 27.49,  +38 45 02.5,  0.02041,  0.0039,  -0.04513,  0.00389,  2003085,  183,  58,  am,  0.115923,  ,  ,  18B- ,  2006-22,  2006-22,  1999-01,  2005-42,  1999-01S,  2001-93,  HS 1023+3900,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=WX LMi
V592 Cas,  00 20 52.2,  +55 42 17,  UX,  SH,  12.65,  0.115063,  455.81,  11.36,  11.79,  V592 Cas,  00 20 52.24,  +55 42 16.2,  -0.0137,  4,  -0.0039,  0.0041,  2000,  119,  -6,  ux,  0.115063,  ,  ,  12.8V- ,  2000-110,  2000-110,  1989-16,  A00001,  1994-07S,  1998-71,  LS I +55 08,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V592 Cas
EU Lyn,  07 52 40.5,  +36 28 23,  NL,  AM,  20.34,  0.114000,  2637.18,  2017.13,  5081.62,  Lyn,  07 52 40.45,  +36 28 23.2,  ,  ,  ,  ,  ,  184,  27,  cv/am:,  114,  ,  ,  17.7s-,  2003-22,  ,  2003-22,  A9999-99,  2003-22S,  2005-20,  SDSS J075240+362823,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=EU Lyn
V405 Vul,  19 53 05.0,  +21 14 49,  DN,  SU,  16.33,  0.113000,  1652.85,  192.62,  243.05,  V405 Vul,  19 53 04.94,  +21 14 48.6,  ,  ,  ,  ,  ,  59,  -3,  ugsu,  ,  ,  ,  15v-19v,  ICRS,  ,  1998-45,  1998-45,  ,  *,  S 10943,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V405 Vul
QU Vul,  20 26 46.0,  +27 50 43,  Na,    ,  19.61,  0.111765,  2577.14,  1448.77,  3875.07,  QU Vul,  20 26 46.02,  +27 50 43.2,  ,  ,  ,  ,  ,  69,  -6,  na,  0.111765,  1984.99,  ,  5.6v-17.5R,  ICRS,  ,  1987-08,  1987-08,  1995-09X,  1995-09,  ,  Y,  Y,  ,  ,  ,  Y,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=QU Vul
KZ Gem,  06 53 02.5,  +16 39 59,  DN,  UG,  16.74,  0.111220,  1351.64,  224.60,  324.96,  KZ Gem,  06 53 02.47,  +16 39 58.7,  ,  ,  ,  ,  ,  198,  7,  UG,  ,  ,  ,  14.7p-<18.5p,  ICRS,  ,  T00000,  1966-02,  ,  ,  S 9208,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=KZ Gem
V349 Pav,  20 08 55.8,  -65 27 43,  NL,  AM,  17.97,  0.110900,  667.73,  89.80,  117.86,  V349 Pav,  20 08 55.86,  -65 27 43.5,  ,  ,  ,  ,  ,  331,  -33,  am,  0.1109,  ,  ,  >18.0j-19.5j,  ICRS,  ,  1995-41,  1993-01,  1993-01S,  1993-01,  Pav1,   V2008-6527,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V349 Pav
PZ Vir,  13 24 11.6,  +03 20 51,  NL,  AM,   nan,  0.110220,  nan,  nan,  nan,  Vir,  13 24 11.57,  +03 20 50.5,  ,  ,  ,  ,  ,  323,  65,  cv,  0.11,  ,  ,  22.1s-,  2003-03,  ,  2003-03*,  A9999-99,  2003-03S,  2005-63,  SDSS J132411+032050,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=PZ Vir
CI Gem,  06 30 05.9,  +22 18 51,  DN,  SU,   nan,  0.110000,  nan,  nan,  nan,  CI Gem,  06 30 05.86,  +22 18 50.7,  ,  ,  ,  ,  ,  191,  5,  ugss,  ,  1940.,  ,  14.7V-21.0V,  1999-48,  ,  1999-48,  1999-48*,  ,  ,  S 3428,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=CI Gem
CS Ind,  21 59 54.6,  -68 50 36,  DN,    ,  17.21,  0.110000,  329.72,  14.30,  15.41,  Ind,  21 59 54.6,  -68 50 36.0,  ,  ,  ,  ,  ,  322,  -41,  ug,  ,  ,  ,  11.0p-17.8B,  2006-07,  ,  2006-07,  A9999-99,  ,  ,  NSV 13983,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=CS Ind
J0524+4244,  05 24 30.5,  +42 44 51,  NL,  AM,  17.11,  0.109148,  589.39,  57.15,  66.25,  Aur,  05 24 30.48,  +42 44 50.2,  ,  ,  ,  ,  ,  166,  4,  am/dq,  0.109148,  ,  ,  -,  ICRS,  ,  2002-111,  A9999-99,  ,  2004-103,  1RXS J052430+424449,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J0524+4244
AX Cap,  20 08 57.0,  -17 16 38,  DN,  SU,   nan,  0.109000,  nan,  nan,  nan,  AX Cap,  20 08 57.01,  -17 16 38.1,  -14,  3,  34,  4,  2000,  25,  -25,  ugsu,  ,  ,  ,  16p-21.5V,  2003-115,  2003-115,  2004-52,  1994-34*,  1994-03S,  *,  Cap4,   2006-1725,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=AX Cap
V795 Her,  17 12 56.1,  +33 31 21,  NL,  SH,  13.08,  0.108247,  589.51,  20.73,  24.00,  V795 Her,  17 12 56.17,  +33 31 19.2,  0.0042,  0.0017,  -0.0216,  0.0035,  2000,  57,  34,  dq,  0.108247,  ,  ,  12.5B-13.2B,  2004-105,  2004-105,  1990-30,  1982-06,  1986-05S,  1990-30,  PG 1711+336,  Y,  Y,  ,  ,  ,  Y,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V795 Her
V  Per,  02 01 53.9,  +56 44 04,  N ,  NL,  18.14,  0.107123,  4940.77,  2132.01,  4471.38,  V Per,  02 01 53.92,  +56 44 03.5,  ,  ,  ,  ,  ,  133,  -5,  n,  0.107126,  1887.97,  ,  9.2p-18.5p,  ICRS,  ,  1987-08,  1987-08,  1989-03S,  2002-127,  BD +56 406a,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V  Per
AP CrB,  15 54 12.3,  +27 21 52,  NL,  AM,  17.15,  0.105462,  208.78,  4.82,  5.14,  CrB,  15 54 12.34,  +27 21 52.4,  -0.01694,  0.0039,  0.02404,  0.00389,  2003474,  44,  50,  am,  0.105462,  ,  ,  16.8B- ,  2006-22,  2006-22,  2001-69,  1998-23,  2000-80S,  2002-24,  RX J1554.2+2721,  ,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=AP CrB
V654 Aur,  07 29 10.7,  +36 58 38,  NL,  AM,  20.14,  0.104000,  2773.07,  1889.74,  4901.87,  Aur,  07 29 10.68,  +36 58 38.2,  -0.0171,  0.0039,  -0.0003,  0.0039,  2000262,  182,  23,  nl,  104,  ,  ,  20.4s-,  2006-22,  2006-22,  2002-05,  A9999-99,  2002-05S,  2005-20,  SDSSp J072910+365838,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V654 Aur
V434 Gem,  07 48 13.5,  +29 05 09,  NL,    ,  19.20,  0.104000,  -10.05,  0.02,  0.02,  Gem,  07 48 13.54,  +29 05 09.2,  0.01008,  0.0039,  -0.0005,  0.00389,  2001888,  191,  24,  nl,  0.0597,  ,  ,  18.8s-,  2006-22,  2006-22,  2004-45,  A9999-99,  2004-45S,  2004-45,  SDSS J074813+290509,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V434 Gem
IM Nor,  15 39 26.5,  -52 19 18,  Nr,    ,  18.47,  0.102600,  2289.15,  1367.77,  4404.78,  IM Nor,  15 39 26.47,  -52 19 18.0,  ,  ,  ,  ,  ,  327,  2,  nrb,  0.1026,  1920.52,  ,  7.8V-22.0j,  2002-13,  ,  2002-23,  2002-14*,  2002-15X:,  2003-28,  HV 3532,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=IM Nor
V348 Pup,  07 12 32.9,  -36 05 40,  NL,  SW,  15.75,  0.101839,  810.96,  34.20,  36.35,  V348 Pup,  07 12 32.90,  -36 05 38.6,  -0.0053,  0.0052,  0.0035,  0.0047,  2000,  248,  -12,  dq,  0.101839,  ,  ,  15.5V-17.0V,  2004-105,  2004-105,  2001-80,  1990-01,  1990-01S,  2000-27,  Pup1,   1H 0709-360,  Y,  Y,  ,  Y,  ,  ,  Y,  Y,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V348 Pup
V1363 Cyg,  20 06 11.5,  +33 42 38,  DN,  UG,  16.27,  0.101000,  1799.56,  220.73,  284.55,  V1363 Cyg,  20 06 11.53,  +33 42 37.7,  -0.0124,  0.0055,  0.0042,  0.0054,  2000,  71,  0,  ugZ,  ,  ,  ,  13.0p-<17.6p,  2004-105,  2004-105,  1987-04/T00000,  1987-04,  1992-06S,  ,  VV 279,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V1363 Cyg
V1239 Her,  17 02 13.3,  +32 29 54,  DN,  SU,  17.91,  0.100082,  295.99,  18.16,  19.42,  Her,  17 02 13.25,  +32 29 54.2,  0.02607,  0.0039,  -0.02229,  0.00389,  2001375,  55,  36,  ugsu,  0.1001,  ,  ,  17.4V-19.1V,  2006-22,  2006-22,  2005-94,  A9999-99,  2004-45S,  2005-115,  SDSS J170213+322954,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V1239 Her
J0859+0536,  08 59 09.2,  +05 36 55,  NL,  AM,  18.08,  0.099860,  447.94,  46.91,  58.69,  Hya,  08 59 09.18,  +05 36 54.5,  0.01459,  0.0039,  -0.01057,  0.00389,  2002173,  223,  31,  am,  ,  ,  ,  17V- ,  2006-22,  2006-22,  1999-12,  A9999-99,  1999-12S:,  ,  RXS J0859.1+0537,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J0859+0536
MN Dra,  20 23 38.3,  +64 36 27,  DN,  SU,  19.42,  0.099800,  1183.28,  372.39,  1077.84,  MN Dra,  20 23 38.33,  +64 36 27.0,  ,  ,  ,  ,  ,  99,  15,  ugsu,  0.10424,  ,  ,  15.9R-19.3R,  ICRS,  ,  2002-66,  2002-66,  ,  2003-42,  Antipin V73,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=MN Dra
V351 UMa,  12 44 26.3,  +61 35 15,  CV,    ,  18.21,  0.099200,  720.06,  116.58,  171.70,  UMa,  12 44 26.25,  +61 35 14.6,  -0.00356,  0.0039,  -0.01091,  0.00389,  2001389,  124,  56,  cv,  ,  ,  ,  18.8s-,  2006-22,  2006-22,  2004-45,  A9999-99,  2004-45S,  ,  SDSS J124426+613514,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V351 UMa
V1006 Cyg,  19 48 47.2,  +57 09 22,  DN,  SU,  17.29,  0.099040,  481.51,  24.77,  27.06,  V1006 Cyg,  19 48 47.22,  +57 09 21.8,  0.0172,  5,  -0.0069,  5,  2000,  90,  15,  ug,  ,  ,  ,  15.4p-17.0p,  1987-28,  1987-28,  1987-04,  1987-04,  1992-06S,  ,  S 7844,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V1006 Cyg
NGC 104-W71,  00 24 10.6,  -72 05 16,  CV,    ,   nan,  0.098770,  nan,  nan,  nan,  Tuc,  00 24 10.38,  -72 05 17.2,  ,  ,  ,  ,  ,  306,  -45,  cv:,  0.09877,  ,  G,  20.9V-,  2003-78,  ,  2003-78,  A9999-99*,  ,  2003-78,  NGC 104-W71,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=NGC 104-W71
NY Ser,  15 13 02.3,  +23 15 08,  DN,  SU,  16.08,  0.097800,  775.25,  47.85,  54.42,  NY Ser,  15 13 02.30,  +23 15 08.4,  0.00373,  0.0039,  0.0121,  0.00389,  2004391,  34,  58,  ugsu,  0.0978,  ,  ,  14.8V-17.9V,  2006-22,  2006-22,  1996-38,  1986-06,  1993-10S,  2003-81,  Ser1,   NSV 6990,  ,  Y,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=NY Ser
DD Cir,  14 23 23.5,  -69 08 45,  Na,  IP,   nan,  0.097460,  nan,  nan,  nan,  DD Cir,  14 23 23.46,  -69 08 45.3,  ,  ,  ,  ,  ,  311,  -8,  na/dq,  0.09746,  1999.64,  ,  7.5V-20.2V,  1999-27,  ,  2004-92,  2003-07*,  1999-13X:,  2003-07,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=DD Cir
QS Tel,  19 38 35.7,  -46 12 57,  NL,  AM,  16.88,  0.097187,  187.41,  4.54,  4.93,  QS Tel,  19 38 35.80,  -46 12 56.6,  34,  5,  -14,  25,  2000,  352,  -27,  am,  0.097187,  ,  ,  15.2V-17.4V,  2003-115,  2003-115,  1995-41,  1993-06,  1993-06S,  1995-64,  RE 1938-461,  ,  Y,  ,  ,  ,  ,  Y,  ,  Y,  Y,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=QS Tel
V516 Pup,  08 03 45.5,  -47 48 45,  NL,  AM,  18.22,  0.095200,  552.02,  61.21,  76.40,  V516 Pup,  08 03 45.61,  -47 48 44.6,  ,  ,  ,  ,  ,  263,  -9,  am,  0.0952,  ,  ,  16.2B-18.5B,  ICRS,  ,  1999-06,  A9999-99,  1999-06S,  1999-06,  RX J0803-4748,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V516 Pup
DV Sco,  16 50 27.9,  -28 07 59,  DN,  SU,  16.79,  0.095000,  764.23,  57.00,  67.24,  DV Sco,  16 50 27.93,  -28 07 58.6,  ,  ,  ,  ,  ,  354,  10,  ugsu,  ,  ,  ,  13.8B-<18.4B,  ICRS,  ,  2004-66,  2003-59,  ,  ,  HV 4225,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=DV Sco
V725 Aql,  19 56 45.1,  +10 49 32,  DN,  SU,   nan,  0.093900,  nan,  nan,  nan,  V725 Aql,  19 56 45.00,  +10 49 33.3,  -4,  3,  12,  1,  2000,  50,  -9,  ugsu,  0.0944,  ,  ,  13.6v-17.3v,  2003-115,  2003-115,  1999-50,  1995-39,  ,  2001-44,  105.1940,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V725 Aql
V381 Vel,  10 16 58.9,  -41 03 45,  NL,  AM,  17.74,  0.093100,  526.90,  41.28,  52.25,  V381 Vel,  10 16 58.99,  -41 03 44.2,  0.0069,  0.0181,  -0.0174,  0.0181,  1991.25,  274,  13,  am,  0.0931,  ,  ,  18.5V- ,  2004-109,  2004-109,  1998-19,  1998-19,  1998-19S,  2004-93,  RX J1016.9-4103,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V381 Vel
