Name	RAJ2000	DEJ2000	Type1	Type2	mag1	Orb.Per	Distance	5%	95%	GCVS-Name	RA(2000)	Dec(2000)	PM-RA	PM-RAerr	PM-Dec	PM-Decerr	Epoch	l	b	Type	Period	Outburst	Cluster	Mag. Range	Coord-Ref.	PM-Ref	Type-Ref.	Chart-Ref.	Spect-Ref.	Period-Ref.	Other-Name	IUE	HST	ARIEL5	HEAO1	HEAO2	EXOSAT	ROSAT	GINGA	ASCA	EUVE
UU Aql,  19 57 18.7,  -09 19 21,  DN,  UG,  16.09,  0.163532,  313.79,  8.66,  9.34,  UU Aql,  19 57 18.76,  -09 19 20.9,  44,  8,  -18,  2,  2000,  32,  -18,  ug,  0.163532,  ,  ,  11.0V-17.0V,  2003-115,  2003-115,  1982-03,  1982-03,  1983-12S,  2002-22,  HV 1319,  Y,  ,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=UU Aql
CN Ori,  05 52 07.8,  -05 25 01,  DN,  UG,  13.71,  0.163199,  352.10,  8.64,  9.12,  CN Ori,  05 52 07.79,  -05 25 00.5,  -0.0014,  3,  -0.0096,  0.0031,  2000,  211,  -15,  ugz,  0.163199,  ,  ,  11.9v-16.3v,  2004-105,  2004-105,  1987-20,  1982-03,  1983-12S,  1989-19,  39.1906,  Y,  ,  ,  ,  ,  Y,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=CN Ori
AR And,  01 45 03.3,  +37 56 33,  DN,  UG,  16.32,  0.163000,  450.20,  50.22,  63.48,  AR And,  01 45 03.28,  +37 56 32.7,  0.0091,  5,  -0.0207,  5,  2000,  134,  -23,  ug,  163,  ,  ,  11.0V-17.6V,  1987-28,  1987-28,  1995-41,  1983-12,  1983-12S,  1996-71,  Ross 346,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=AR And
KR Aur,  06 15 43.9,  +28 35 09,  NL,  VY,  18.64,  0.162800,  498.32,  127.69,  261.57,  KR Aur,  06 15 43.94,  +28 35 08.4,  0.0103,  3,  -0.0077,  3,  1990.14,  184,  6,  vy,  0.1628,  ,  ,  11.3v-16.9v,  1999-103,  1999-103,  1995-41,  1987-08,  1983-12S,  1983-23,  KUV 06126+2836,  Y,  ,  ,  ,  Y,  Y,  Y,  ,  Y,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=KR Aur
KT Per,  01 37 08.7,  +50 57 20,  DN,  UG,  14.54,  0.162658,  242.27,  4.93,  5.55,  KT Per,  01 37 08.79,  +50 57 20.4,  0.0631,  1,  -0.0051,  0.0009,  2000,  130,  -11,  ugz,  0.162658,  ,  ,  10.6V-16.1V,  2004-105,  2004-105,  1987-20,  1983-12,  1983-12S,  1999-62,  GR 91,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=KT Per
CM Del,  20 24 56.9,  +17 17 54,  NL,  UX,  13.90,  0.162000,  407.19,  7.89,  8.48,  CM Del,  20 24 56.92,  +17 17 55.1,  0.0084,  5,  5,  5,  2000,  59,  -11,  ug/ux,  162,  ,  ,  13.4v-15.3v,  2004-106,  2004-106,  1992-32/1995-41,  1982-03,  1985-07S,  1985-19,  147.1930,  Y,  Y,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=CM Del
V367 Peg,  22 45 00.7,  +16 55 14,  DN,    ,   nan,  0.161900,  nan,  nan,  nan,  V367 Peg,  22 45 00.71,  +16 55 14.0,  0.04,  2,  -0.02,  2,  2000,  84,  -36,  ug,  0.1619,  ,  ,  15.8p-<18.4V,  2003-115,  2003-115,  1999-20,  1999-20,  ,  2005-99,  Antipin V65,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V367 Peg
0229+8016,  02 35 58.3,  +80 29 44,  NL,  UX,  13.97,  0.161490,  486.64,  8.03,  8.52,  Cep,  02 35 58.18,  +80 29 44.5,  14,  2,  8,  2,  2000,  127,  19,  nl/ugz:,  0.16149,  ,  ,  13.7B-15.0B,  2003-115,  2003-115,  2005-40,  2005-40,  2005-40S,  2005-40,  HS 0229+8016,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=0229+8016
VZ Aqr,  21 30 24.6,  -02 59 18,  DN,  UG,  17.52,  0.160600,  603.23,  79.33,  98.59,  VZ Aqr,  21 30 24.64,  -02 59 17.1,  0.0128,  5,  0.0149,  5,  2000,  51,  -36,  ug,  ,  ,  ,  11.3p-17.2p,  1987-28,  1987-28,  1982-03,  1982-03,  1992-01S,  ,  SVS 52,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=VZ Aqr
J2337+4308,  23 37 59.2,  +43 08 52,  NL,  VY,  16.18,  0.160500,  950.82,  97.12,  121.06,  And,  23 37 59.22,  +43 08 50.8,  ,  ,  ,  ,  ,  109,  -18,  vy,  0.1605,  ,  ,  17V-20V,  ICRS,  ,  2002-123,  2003-02,  ,  2002-22,  RX J2337+4308,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J2337+4308
J0812+1911,  08 12 56.8,  +19 11 58,  NL,  NS,  16.08,  0.160053,  775.51,  62.01,  77.54,  Cnc,  08 12 56.85,  +19 11 57.8,  9,  0.00242,  -16,  0.00242,  2004207,  204,  26,  cv,  ,  ,  ,  15.8g-,  2006-05,  2006-22,  2006-05,  A9999-99,  2006-05S,  ,  SDSS J081256+191157,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J0812+1911
V4077 Sgr,  18 34 39.4,  -26 26 03,  Nb,    ,   nan,  0.160000,  nan,  nan,  nan,  V4077 Sgr,  18 34 39.41,  -26 26 02.9,  ,  ,  ,  ,  ,  7,  -8,  nb,  ,  1982.76,  ,  8.0v-22j,  C00002,  ,  1987-08,  1987-08,  1983-08X:,  *,  ,  Y,  Y,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V4077 Sgr
CY Lyr,  18 52 41.4,  +26 45 30,  DN,  UG,  15.82,  0.159100,  490.19,  15.59,  16.97,  CY Lyr,  18 52 41.38,  +26 45 31.5,  0.0027,  0.0051,  0.0001,  0.0051,  2000,  57,  11,  ug,  0.1591,  ,  ,  13.2p-17.0p,  2004-105,  2004-105,  1985-07,  1982-03,  1985-07S,  1998-72,  237.1929,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=CY Lyr
VY For,  03 32 04.6,  -25 56 56,  NL,  AM,  18.74,  0.158600,  739.50,  163.16,  287.64,  VY For,  03 32 04.61,  -25 56 55.0,  0.01,  1,  -6,  8,  2000,  220,  -54,  am,  0.1586,  ,  ,  17.5V-19.2V,  2003-115,  2003-115,  1995-41,  1989-08,  1989-08S,  1989-08,  For1,   EXO 0329-2606,  ,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=VY For
LX Ser,  15 38 00.1,  +18 52 03,  NL,  VY,  14.96,  0.158432,  492.62,  15.79,  17.82,  LX Ser,  15 38 00.09,  +18 52 03.3,  -0.0164,  0.0059,  0.0054,  6,  2000,  30,  51,  vy,  0.158432,  ,  ,  13.3B-17.4B,  2004-105,  2004-105,  1995-41,  1979-05,  1981-04S,  1984-21,  Stepanian's star,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=LX Ser
IP Peg,  23 23 08.6,  +18 24 59,  DN,  UG,  14.71,  0.158206,  141.20,  1.59,  1.63,  IP Peg,  23 23 08.53,  +18 24 59.2,  -0.0665,  0.0093,  -32,  0.0103,  2000,  95,  -40,  ug,  0.158206,  ,  ,  10.5V-17.8V,  2004-105,  2004-105,  1987-20,  1985-10,  1988-06S,  2000-106,  SVS 2549,  Y,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=IP Peg
V382 Vel,  10 44 48.4,  -52 25 31,  Na,    ,  16.26,  0.158100,  1825.22,  259.28,  363.24,  V382 Vel,  10 44 48.40,  -52 25 31.1,  -0.0115,  0.0023,  -0.0017,  0.0019,  1999.53,  284,  6,  na,  0.1581,  1999.39,  ,  2.7V-16.6V,  2004-109,  2004-109,  1999-07,  A9999-99,  1999-07X:,  2005-99,  ,  ,  Y,  ,  ,  ,  ,  ,  ,  Y,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V382 Vel
V523 Lyr,  19 21 07.5,  +37 47 57,  NL,  VY,  18.15,  0.158000,  5001.61,  2102.32,  4664.06,  V523 Lyr,  19 21 07.53,  +37 47 56.8,  26,  6,  8,  6,  2000,  70,  11,  vy/ugz,  ,  ,  O,  17.7V-20.2V,  2003-115,  2003-115,  2003-51*,  1992-27,  1997-32S,  ,  NGC 6791 B7,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V523 Lyr
0642+5049,  06 46 19.6,  +50 45 48,  NL,  UX,  15.47,  0.156900,  1568.46,  201.10,  291.29,  Lyn,  06 46 19.60,  +50 45 48.0,  ,  ,  ,  ,  ,  165,  20,  nl/ugz:,  0.1569,  ,  ,  15.5R-,  2005-40,  ,  2005-40,  2005-40,  2005-40S,  2005-40,  HS 0642+5049,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=0642+5049
V811 Cyg,  19 48 23.3,  +36 26 23,  DN,  UG,  16.04,  0.156560,  513.17,  19.30,  21.11,  V811 Cyg,  19 48 23.30,  +36 26 23.2,  0.0004,  0.0056,  -0.0077,  0.0056,  2000,  71,  5,  ugSS,  ,  ,  ,  12.7p-<17.7p,  2004-105,  2004-105,  1987-04/T00000,  1987-04,  1997-07S,  ,  VV 64,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V811 Cyg
V1493 Aql,  19 07 36.9,  +12 31 27,  Na,    ,  17.28,  0.156000,  -7.86,  0.02,  0.01,  V1493 Aql,  19 07 36.91,  +12 31 26.7,  ,  ,  ,  ,  ,  46,  2,  na,  156,  1999.53,  ,  10.4V-<21.V,  1999-26,  ,  1999-40,  1999-59*,  1999-10X:,  2000-69,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V1493 Aql
SV CMi,  07 31 08.4,  +05 58 49,  DN,  UG,  16.03,  0.156000,  458.48,  31.14,  34.95,  SV CMi,  07 31 08.40,  +05 58 48.3,  -0.0099,  5,  -0.0134,  5,  2000,  212,  11,  ugz,  156,  ,  ,  13.0p-16.9V,  2004-106,  2004-106,  1982-03,  1982-03,  2000-01S,  1998-46,  285.1928,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=SV CMi
BH Lyn,  08 22 36.0,  +51 05 25,  NL,  SW,  15.40,  0.155875,  787.67,  48.38,  57.20,  BH Lyn,  08 22 36.04,  +51 05 24.6,  -0.01009,  0.0039,  -0.01056,  0.00389,  2000262,  168,  35,  vy,  0.155875,  ,  ,  14.5V-17.2V,  2006-22,  2006-22,  1995-41,  1982-06,  1991-03S,  1997-48,  PG 0818+513,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=BH Lyn
V447 Lyr,  19 00 19.9,  +44 27 45,  DN,  UG,   nan,  0.155627,  nan,  nan,  nan,  V447 Lyr,  19 00 19.92,  +44 27 44.9,  ,  ,  ,  ,  ,  75,  17,  UG:,  ,  ,  ,  17.2p-<18.5p,  ICRS*,  ,  T00000,  1972-03,  ,  ,  GR 247,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V447 Lyr
J1424-0227,  14 24 39.0,  -02 27 39,  NL,  AM,  18.10,  0.155500,  447.54,  81.93,  125.19,  Vir,  14 24 38.93,  -02 27 39.3,  -0.0026,  0.0039,  -0.00561,  0.00389,  2001452,  344,  53,  am,  ,  ,  ,  19.5b-,  2006-22,  2006-22,  2002-01,  A9999-99*,  2001-49S,  *,  2QZ J142438.9-022739,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J1424-0227
OY Ara,  16 40 50.3,  -52 25 51,  Na,  SW,  18.67,  0.155466,  2474.22,  1113.04,  3152.52,  OY Ara,  16 40 50.27,  -52 25 51.3,  ,  ,  ,  ,  ,  334,  -4,  na,  0.155466,  1910.3,  ,  6.0p-17.5p,  C00003,  ,  1987-08,  1987-08*,  1987-09S:,  1997-56,  HD 149990,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=OY Ara
GS Pav,  20 08 07.6,  -69 48 58,  NL,  VY,  16.30,  0.155270,  554.12,  26.87,  28.27,  GS Pav,  20 08 07.61,  -69 48 58.6,  0.0168,  0.0122,  -0.0291,  0.0114,  1998408,  326,  -32,  cv,  0.15527,  ,  ,  15.0p-18.0V,  2000-108,  2000-108,  1995-07,  1963-03,  1995-07S,  1998-63,  S 7040,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=GS Pav
IW And,  01 01 08.9,  +43 23 26,  DN,  ZC,  15.05,  0.155000,  851.27,  84.91,  105.22,  IW And,  01 01 08.91,  +43 23 25.8,  1,  0.0054,  -0.0047,  0.0054,  2000,  125,  -19,  ugz,  ,  ,  ,  14.2p-17.4p,  2004-105,  2004-105,  2003-14,  1975-05,  1999-08X,  ,  S 10792,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=IW And
PY Per,  02 50 00.1,  +37 39 23,  DN,  ZC,  15.79,  0.154800,  509.54,  42.90,  51.89,  PY Per,  02 50 00.,  +37 39 22.,  ,  ,  ,  ,  ,  147,  -20,  cv/UGZ,  0.1548,  ,  ,  13.8V-19.8V,  ICRS,  ,  1994-07/T00000,  1996-36*,  1994-07S,  1996-72,  S 9160,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=PY Per
QQ Vul,  20 05 41.9,  +22 39 59,  NL,  AM,  15.63,  0.154520,  317.56,  6.87,  7.43,  QQ Vul,  20 05 41.91,  +22 39 58.9,  -0.0069,  0.0052,  0,  0.0052,  2000,  62,  -5,  am,  0.15452,  ,  ,  14.5B-15.5B,  2004-105,  2004-105,  1984-15,  1984-05,  1984-05S,  2002-136,  1E 2003+225,  Y,  Y,  ,  ,  Y,  Y,  Y,  Y,  Y,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=QQ Vul
2117-5417,  21 21 26.6,  -54 04 34,  NL,    ,  13.74,  0.154500,  537.80,  14.65,  14.73,  Ind,  21 21 26.53,  -54 04 34.7,  -0.0019,  0.0033,  -0.0046,  0.0031,  2000,  343,  -43,  nl,  0.1545,  ,  ,  13.7V-,  2004-105,  2004-105,  2003-24,  A9999-99,  ,  2003-24,  EC 21178-5417,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=2117-5417
V380 Oph,  17 50 13.7,  +06 05 29,  NL,  VY,  14.63,  0.154107,  682.97,  49.81,  64.73,  V380 Oph,  17 50 13.64,  +06 05 29.3,  0.0051,  5,  -0.0037,  5,  2000,  31,  16,  nl,  0.16,  ,  ,  14.5v-<16.1v,  2004-106,  2004-106,  1984-15,  1986-13,  1999-08S,  1985-19,  159.1929,  Y,  Y,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V380 Oph
BB Dor,  05 29 28.7,  -58 54 46,  NL,  SW,  14.10,  0.154095,  922.97,  35.57,  37.37,  BB Dor,  05 29 28.59,  -58 54 46.3,  0.0026,  0.0058,  0.0033,  6,  2000,  268,  -33,  nl,  0.14923,  ,  ,  14.3B-<18.B,  2004-105,  2004-105,  2001-56,  A9999-99,  2001-56S,  2002-103,  EC 05287-5857,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=BB Dor
V373 Sct,  18 55 26.7,  -07 43 06,  Na,  IP,   nan,  0.154000,  nan,  nan,  nan,  V373 Sct,  18 55 26.71,  -07 43 05.5,  ,  ,  ,  ,  ,  27,  -4,  na/dq,  ,  1975.36,  ,  7.1v-18.8B,  C00002,  ,  2004-92,  1987-08,  1996-14S,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V373 Sct
LD 317,  23 44 57.4,  +43 31 22,  NL,  VY,  15.41,  0.154000,  407.02,  15.24,  16.76,  And,  23 44 57.51,  +43 31 22.3,  0.0154,  0.0021,  0.0017,  0.0018,  2000,  110,  -18,  cv:,  154,  ,  ,  12.6v-14.8v,  2004-105,  2004-105,  2000-22,  1999-21,  ,  2002-19,  LD 317,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=LD 317
0758+4019,  08 02 15.3,  +40 10 46,  NL,    ,  16.65,  0.153900,  1323.63,  184.82,  260.46,  Lyn,  08 02 15.34,  +40 10 47.0,  -0.0064,  0.01372,  -0.00543,  0.01428,  1956555,  180,  30,  nl,  ,  ,  ,  16.7s-,  2002-137,  2002-137,  2003-22,  A9999-99,  2003-22S,  ,  SDSS J080215+401047,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=0758+4019
WY Sge,  19 32 43.8,  +17 44 55,  N ,  DN,  18.30,  0.153635,  948.54,  167.05,  279.38,  WY Sge,  19 32 43.88,  +17 44 54.7,  ,  ,  ,  ,  ,  53,  -1,  n,  0.153635,  1783.,  ,  5.4B-20.7B,  ICRS,  ,  1987-08,  1987-08,  1983-16S,  1996-69,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=WY Sge
V992 Sco,  17 07 17.5,  -43 15 22,  Nb,    ,  17.51,  0.153580,  3124.94,  1309.90,  3317.18,  V992 Sco,  17 07 17.44,  -43 15 21.6,  -12,  3,  12,  18,  2000,  344,  -2,  na,  0.15358,  1992.39,  ,  8.3p-17.2V,  2003-115,  2003-115,  1992-14,  1995-20*,  1992-14X,  2003-07,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V992 Sco
V4579 Sgr,  18 03 37.9,  -28 00 09,  Nb,    ,  15.35,  0.153561,  1169.91,  147.97,  201.36,  V4579 Sgr,  18 03 37.84,  -28 00 07.5,  ,  ,  ,  ,  ,  3,  -3,  nb,  ,  1986.8,  ,  11.0B-16.5B,  ICRS,  ,  1987-19,  A9999-99*,  ,  ,  NSV 24159,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V4579 Sgr
BZ Cam,  06 29 34.0,  +71 04 37,  NL,  VY,  12.93,  0.153530,  372.47,  8.32,  8.37,  BZ Cam,  06 29 34.00,  +71 04 34.3,  0.0037,  3,  -0.0426,  3,  1986.16,  144,  -24,  vy,  0.153693,  ,  ,  12.5B-14.1B,  1999-103,  1999-103,  1995-41,  1983-12,  1983-12S,  1996-55,  0623+71,  Y,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=BZ Cam
V794 Aql,  20 17 34.0,  -03 39 51,  NL,  VY,  14.66,  0.153300,  653.30,  32.00,  37.52,  V794 Aql,  20 17 33.92,  -03 39 50.8,  -0.0437,  5,  -0.0111,  5,  2000,  40,  -21,  vy,  ,  ,  ,  13.7B-20.2B,  2004-106,  2004-106,  1995-41,  1982-03*,  1981-05S,  *,  499.1936,  Y,  Y,  ,  ,  Y,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V794 Aql
BP Lyn,  09 03 08.9,  +41 17 48,  NL,  UX,  14.17,  0.152812,  698.57,  33.31,  38.12,  BP Lyn,  09 03 08.89,  +41 17 47.6,  0.00812,  0.0039,  -0.01942,  0.00389,  2002022,  180,  42,  ux,  0.152812,  ,  ,  14.5V- ,  2006-22,  2006-22,  1994-49,  1986-06,  1994-12S,  1996-70,  Lyn1,   PG 0859+415,  Y,  Y,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=BP Lyn
AB Dra,  19 49 06.5,  +77 44 24,  DN,  UG,  14.73,  0.152000,  409.75,  7.16,  7.40,  AB Dra,  19 49 06.51,  +77 44 22.9,  -0.0069,  5,  -0.0223,  5,  2000,  110,  23,  ugz,  152,  ,  ,  12.3V-15.8V,  1987-28,  1987-28,  1995-41,  1983-12,  1983-12S,  1985-20,  90.1934,  Y,  ,  ,  ,  Y,  Y,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=AB Dra
V999 Sgr,  18 00 05.6,  -27 33 14,  Nb,    ,  16.90,  0.151841,  5345.49,  2181.50,  4234.32,  V999 Sgr,  18 00 05.59,  -27 33 14.0,  ,  ,  ,  ,  ,  3,  -2,  nb,  ,  1910.,  ,  8.0p-17.4B,  C00002,  ,  1987-08,  1987-08,  1987-09S*,  ,  HD 163982,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V999 Sgr
LX And,  02 19 44.1,  +40 27 22,  DN,  UG,  15.73,  0.150974,  541.14,  31.69,  35.97,  LX And,  02 19 44.09,  +40 27 22.3,  -0.0041,  0.0059,  -0.0088,  0.0059,  2000,  141,  -19,  ug,  ,  ,  ,  13.5p-16.4p,  2004-105,  2004-105,  1999-52,  1982-16,  ,  ,  RRV-3,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=LX And
V5113 Sgr,  18 10 10.4,  -27 45 33,  N ,    ,  19.01,  0.150015,  278.38,  53.42,  86.53,  V5113 Sgr,  18 10 10.42,  -27 45 35.2,  ,  ,  ,  ,  ,  4,  -4,  n,  ,  2003.71,  ,  9.0V-,  2003-68,  ,  2003-69,  A9999-99*,  2003-69X:,  ,  N Sgr 2003 No. 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V5113 Sgr
EF Tuc,  00 01 55.0,  -67 07 44,  DN,    ,  14.75,  0.150000,  1395.42,  71.22,  81.93,  EF Tuc,  00 01 55.10,  -67 07 43.3,  0.0128,  0.0058,  -0.0047,  0.0058,  2000,  310,  -49,  ug,  145,  ,  ,  12.4I-14.6I,  2004-105,  2004-105,  2002-120,  A9999-99,  2001-56S,  2003-87,  1RXS J0001-6707,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=EF Tuc
NGC 104-CV1,  00 24 04.3,  -72 04 58,  NL,  IP,   nan,  0.150000,  nan,  nan,  nan,  Tuc,  00 24 03.98,  -72 04 57.9,  ,  ,  ,  ,  ,  306,  -45,  cv,  ,  ,  G,  19.9V-,  2003-78,  ,  2003-78,  2003-78,  ,  *,  NGC 104-W42,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=NGC 104-CV1
NGC 6752-CV2,  19 10 52.0,  -59 58 56,  GC,  DN,   nan,  0.150000,  nan,  nan,  nan,  Pav,  19 10 51.86,  -59 58 56.6,  ,  ,  ,  ,  ,  336,  -26,  cv:,  ,  ,  G,  20.9V- ,  ICRS,  ,  1996-12,  1996-12,  ,  *,  NGC 6752-CV2,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=NGC 6752-CV2
J0749-0549,  07 49 10.4,  -05 49 26,  NL,  AM,  17.88,  0.150000,  1251.57,  261.63,  436.90,  Mon,  07 49 10.40,  -05 49 25.6,  ,  ,  ,  ,  ,  225,  10,  am,  0.15,  ,  ,  19.0B- ,  ICRS,  ,  1998-18,  1998-18,  1998-18S,  1998-18,  RX J0749.1-0549,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J0749-0549
LU Cam,  05 58 18.0,  +67 53 46,  NL,  SH,  16.45,  0.149969,  669.89,  38.40,  43.50,  LU Cam,  05 58 17.88,  +67 53 46.4,  -8,  1,  -6,  2,  2000,  146,  20,  ug,  0.15,  ,  ,  14.0p-17.0B,  2003-115,  2003-115,  2000-80,  2002-124,  2000-80S,  2004-86,  RX J0558+6753,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=LU Cam
AO Psc,  22 55 18.0,  -03 10 40,  NL,  IP,  13.23,  0.149627,  495.30,  16.66,  18.57,  AO Psc,  22 55 17.99,  -03 10 40.0,  0.0087,  0.0013,  -0.0204,  2,  2000,  69,  -53,  dq,  0.149626,  ,  ,  13.3V-15.0V,  2004-105,  2004-105,  1988-13,  1983-12,  1983-15S,  1988-24,  H 2252-035,  Y,  Y,  ,  Y,  Y,  Y,  Y,  Y,  Y,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=AO Psc
V425 Cas,  23 03 46.6,  +53 17 15,  NL,  VY,  14.57,  0.149600,  909.84,  37.88,  42.56,  V425 Cas,  23 03 46.66,  +53 17 14.8,  ,  ,  ,  ,  ,  107,  -6,  vy,  0.1496,  ,  ,  14.5v-18v,  ICRS,  ,  1995-41,  1980-06,  1985-07S,  1983-25,  S 9712,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V425 Cas
V1294 Tau,  04 00 37.3,  +06 22 46,  NL,  VY,  16.15,  0.149500,  1376.35,  251.65,  384.58,  Tau2,  04 00 37.23,  +06 22 46.3,  ,  ,  ,  ,  ,  184,  -33,  nl/dq:,  0.1495,  ,  ,  14.6V-15.5V,  ICRS,  ,  2001-54,  1984-12,  1993-03S,  2001-43,  KUV 03580+0614,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V1294 Tau
