 FI Cas, 00 06 09.96, +55 58 50.7,-21,5, -0.0048,5,2000,117,-6, ugSS, , , , 15.0p-18.5p, 2004-106, 2004-106, 1987-04/T00000, 1987-04, 2000-01S, , 230.1940, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=00 06 09.96+++55 58 50.7&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 00 01.25, -29 02 06.4, , , , , ,2,-3, cv:, , , , 19.9V-, 2005-102, , 2005-102, 2005-102*, , , m113.18676.5195, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 00 01.25++-29 02 06.4&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V787 Sgr, 18 00 02.2, -30 30 30.9, , , , , ,0,-3, na:, , 1937.4, , 9.8p-21j, C00003, , 1987-08, 1987-08:*, , , HDE 316917, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 00 02.2++-30 30 30.9&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 00 12.02, -30 05 15.9, , , , , ,1,-3, ug:, , , , -, 2004-48, , 2004-48, A9999-99, , , m118.18790.4766, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 00 12.02++-30 05 15.9&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 FL Sgr, 18 00 30.2, -34 36 13.1, , , , , ,357,-6, na:, , 1924., , 8.3p-20j, C00003, , 1987-08, 1987-08:*, , , HV 4003, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 00 30.2++-34 36 13.1&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V1944 Sgr, 18 00 36.9, -27 17 12., , , , , ,3,-2, n, , 1960., , 13p- , ICRS*, , 1987-08, 1987-08:, 1987-08X:, , SVS 1397, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 00 36.9++-27 17 12.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V2493 Sgr, 18 00 40.93, -29 00 12.8, , , , , , , , non-cv, , , , - , , , 1996-01*, , , , , , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 00 40.93++-29 00 12.8&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 00 51.55, -29 56 52.0, , , , , ,1,-3, ugsu, , , , 18.0V-20.5V, 2004-48, , 2004-48, A9999-99, , , m118.19052.2032, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 00 51.55++-29 56 52.0&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 DZ Ser, 18 00 58.86, -10 33 52.1, , , , , ,18,6, n, , 1960., , 14.0p-21p, C00002, , 1987-08, 1987-08*, 1961-01X:, , , , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 00 58.86++-10 33 52.1&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 01 00.00, -28 24 18.2, , , , , ,2,-3, ug, , , , 17.5V-19.7V, 2004-48, , 2004-48, A9999-99, , , m108.19205.3394, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 01 00.00++-28 24 18.2&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 01 14.89, -28 36 24.0, , , , , ,2,-3, ug, , , , 18.6I-20.6I, 2003-09, , 2003-09, 2003-09, , , Bul_sc30_5126, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 01 14.89++-28 36 24.0&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 01 15.62, -27 27 47.2, , , , , ,3,-2, ug:, , , , -, 2004-48, , 2004-48, A9999-99, , , m176.19349.6100, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 01 15.62++-27 27 47.2&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 01 20.13, -28 25 57.3, , , , , ,2,-3, ug:, , , , -, 2003-09, , 2003-09, , , , Bul_sc30_6421, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 01 20.13++-28 25 57.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 KY Sgr, 18 01 20.9, -26 24 40.9, , , , , ,4,-2, na:, , 1926.44, , 10.6p-20j, C00003, , 1987-08, 1987-08:*, , , HV 4480, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 01 20.9++-26 24 40.9&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 01 32.71, -28 52 23.9, , , , , ,2,-3, ug:, , , , -, 2003-09, , 2003-09, , , , Bul_sc30_3025, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 01 32.71++-28 52 23.9&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 01 35.45, -29 07 30.6, , , , , ,2,-3, ugsu, , , , 17.8V-20.6V, 2004-48, , 2004-48, A9999-99, , , m113.19455.4698, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 01 35.45++-29 07 30.6&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V384 Sco, 18 01 43.15, -35 39 27.8, , , , , ,356,-6, n:, , 1893., , 12.3p-18.5j, 1987-08, , 1987-08, 1987-08, , , HV 7104, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 01 43.15++-35 39 27.8&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V2561 Oph, 18 01 48.75, +07 00 49.6, , , , , ,34,14, ug, , , , 16.1c-<18.5c, 1999-44, , 1999-02, A9999-99*, 1999-02X:, , SN 1999bs, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 01 48.75+++07 00 49.6&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 02 05.03, -28 18 33.3, , , , , ,2,-3, ug, , , , 17.5V-19.7V, 2004-48, , 2004-48, A9999-99, , , m108.19597.3208, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 02 05.03++-28 18 33.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 02 25.95, -29 39 40.6, 0.01377, 0.00447, 0.0134, 0.00452,2000,1,-4, cv:, , , , 19.8V-, 2005-102, 2004-107, 2005-102, 2005-102*, , , m119.19707.2379, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 02 25.95++-29 39 40.6&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V4027 Sgr, 18 02 29.21, -28 45 19.9, , , , , ,2,-3, n, , 1968., , 11.0r-<21j, C00003, , 1987-08, 1987-08:*, 1987-08X:, , , , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 02 29.21++-28 45 19.9&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 02 40.21, -29 19 20.1, , , , , ,2,-3, cv:, , , , 19.7V-, 2005-102, , 2005-102, 2005-102*, , , m114.19842.2283, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 02 40.21++-29 19 20.1&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 02 51.70, -29 15 13.9, , , , , ,2,-3, ug:, , , , -, 2004-48, , 2004-48, A9999-99, , , m114.19973.4162, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 02 51.70++-29 15 13.9&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 03 01.33, -28 01 45.1, , , , , ,3,-3, cv:, , , , 19.3V-, 2005-102, , 2005-102, 2005-102*, , , m104.19991.1951, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 03 01.33++-28 01 45.1&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V5099 Sgr, 18 03 06.09, -27 30 44.8, 0.1,1,64,16,2000,3,-3, ugsu, , , , 15.4V-19.2V, 2003-115, 2003-115, 1999-91, 1999-91*, , , MACHO SU UMa var, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 03 06.09++-27 30 44.8&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 03 24.67, -28 17 23.5, , , , , ,3,-3, ug:, , , , -, 2004-48, , 2004-48, A9999-99, , , m109.20247.4850, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 03 24.67++-28 17 23.5&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V2104 Oph, 18 03 25.01, +11 47 57.1, , , , , ,38,16, n, , 1976.72, , 8.8v-20.5V, ICRS, , 1987-08, 2000-15*, 1976-04X:, , , , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 03 25.01+++11 47 57.1&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V1431 Sgr, 18 03 29.61, -29 59 54.9, , , , , ,1,-4, n:, , 1945.60, , 17.2p-<19.2p, ICRS, , 1987-08, 1956-01*, , , , , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 03 29.61++-29 59 54.9&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 AT Sgr, 18 03 30.87, -26 28 28.5, , , , , ,4,-2, na:, , 1900., , 11.0p-19j, C00002, , 1987-08, 1987-08*, , , HV 1149, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 03 30.87++-26 28 28.5&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 03 57.15, -27 52 42.9, , , , , ,3,-3, ug:, , , , -, 2003-09, , 2003-09, , , , Bul_sc35_3030, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 03 57.15++-27 52 42.9&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 03 58.77, -28 47 39.3, , , , , ,2,-3, ug:, , , , -, 2003-09, , 2003-09, , , , Bul_sc2_3095, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 03 58.77++-28 47 39.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V2335 Oph, 18 04 17.3, +04 43 44., , , , , ,32,13, ug, , , , 15.0p-<21.0b, 1996-03, , 1996-03, 1996-03, , , Oph4,  Antipin V25, , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 04 17.3+++04 43 44.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V1502 Sgr, 18 04 22.86, -30 06 47.1, , , , , , , , non-cv, , , , - , , , T00000*, , , , , , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 04 22.86++-30 06 47.1&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 04 34.47, -30 05 11.6, , , , , ,1,-4, ug:, , , , -, 2004-48, , 2004-48, A9999-99, , , m119.20610.3305, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 04 34.47++-30 05 11.6&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 04 47.20, -27 07 48.3, , , , , ,4,-3, ugsu, , , , 17.7V-19.3V, 2004-48, , 2004-48, A9999-99, , , m101.20784.2398, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 04 47.20++-27 07 48.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 04 51.67, -28 11 46.1, , , , , ,3,-3, ug, , , , 18.9I-20.4I, 2003-09, , 2003-09, 2003-09, , , Bul_sc35_1171, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 04 51.67++-28 11 46.1&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 05 08.58, -29 16 52.0, , , , , ,2,-4, ug:, , , , -, 2004-48, , 2004-48, A9999-99, , , m114.20882.3609, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 05 08.58++-29 16 52.0&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 05 12., -29 54 23., , , , , ,1,-4, n, , 1953.11, , 10.5 - , C00003*, , 1987-08, 1987-08:*, 1953-02X:, , NSV 10158, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 05 12.++-29 54 23.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 05 32.38, -28 50 57.2, , , , , ,2,-4, ug:, , , , -, 2004-48, , 2004-48, A9999-99, , , m128.21149.4807, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 05 32.38++-28 50 57.2&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 05 34.36, -29 12 04.6, , , , , ,2,-4, ugsu:, , , , 17.8I-19.8I, 2003-09, , 2003-09, 2003-09, , , Bul_sc33_703, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 05 34.36++-29 12 04.6&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 05 34.86, -28 30 04.7, , , , , ,3,-4, ug:, , , , -, 2003-09, , 2003-09, , , , Bul_sc33_4157, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 05 34.86++-28 30 04.7&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V1572 Sgr, 18 05 37., -31 37 43., , , , , ,0,-5, n, , 1955., , 11p-<16p, C00003, , 1987-08, 1987-08:*, , , , , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 05 37.++-31 37 43.&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V1008 Her, 18 05 46.32, +31 40 18.0,-4,8, -0.02,5,2000,58,23, ug, , , , 13.5p-19.3B, 2003-115, 2003-115, 1998-22, 1998-22, , , Antipin V61, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 05 46.32+++31 40 18.0&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 05 53.59, -28 03 29.8, , , , , ,3,-3, cv:, , , , 18.6V-, 2005-102, , 2005-102, 2005-102*, , , m105.21291.7441, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 05 53.59++-28 03 29.8&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 06 11.57, -28 07 46.3, , , , , ,3,-4, ug:, , , , -, 2004-48, , 2004-48, A9999-99, , , m105.21419.3841, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 06 11.57++-28 07 46.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V1012 Sgr, 18 06 14.0, -31 44 26.9, , , , , ,0,-5, na:, , 1914.61, , 8.0p-20j, C00003, , 1987-08, 1987-08:*, , , HV 3531, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 06 14.0++-31 44 26.9&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V1014 Sgr, 18 06 45.7, -27 26 15.3, , , , , ,4,-3, na:, , 1901., , 10.9p-20j, C00003, , 1987-08, 1987-08:*, , , HV 3312, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 06 45.7++-27 26 15.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V908 Sgr, 18 07 08.66, -28 44 52.3, , , , , , , , , , , , - , *, , , , , , V737 Sgr, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 07 08.66++-28 44 52.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V737 Sgr, 18 07 08.72, -28 44 52.1,12,0,2,1,2000,3,-4, n:, , 1933.50, , 10.3p-19j, 2003-115, 2003-115, 1987-08, 1987-08:*, , , V908 Sgr, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 07 08.72++-28 44 52.1&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 07 10.64, -26 57 06.6, , , , , ,4,-3, ug, , , , 18.6I-20.2I, 2003-09, , 2003-09, 2003-09, , , Bul_sc18_4562, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 07 10.64++-26 57 06.6&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 07 17.88, -25 52 56.9, , , , , ,5,-3, ug:, , , , -, 2004-48, , 2004-48, A9999-99, , , m179.21843.4365, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 07 17.88++-25 52 56.9&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 07 31.11, -22 05 33.1, , , , , , , , non-cv, , 1989.7, , - , , , C00005*, , , , CPD -22 6701, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 07 31.11++-22 05 33.1&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 07 32.11, -31 23 56.3, , , , , ,0,-5, ug, , , , 17.4V-19.5V, 2004-48, , 2004-48, A9999-99, , , m124.21890.1808, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 07 32.11++-31 23 56.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 07 33.83, -29 00 37.8, , , , , ,2,-4, cv:, , 1993.52, , 20.8V-, 1998-51, , 1998-51*, 1998-51*, , , OGLE MM3 I 58214, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 07 33.83++-29 00 37.8&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V4444 Sgr, 18 07 36.22, -27 20 13.5, , , , , ,4,-3, na/nr, , 1999.32, , 7.7V-<21.V, 1999-30, , 2004-94, 2000-59, 1999-03X:, , , , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 07 36.22++-27 20 13.5&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 07 36.95, -27 20 09.1, , , , , ,4,-3, ug:, , , , 16.7I-21.0I, 2003-09, , 2003-09, , , , Bul_sc19_1917, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 07 36.95++-27 20 09.1&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V927 Sgr, 18 07 42.7, -33 21 17.4, , , , , ,359,-6, na, , 1944.29, , 8.0p-20j, C00003, , 1987-08, 1987-08:*, , , , , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 07 42.7++-33 21 17.4&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 07 51.71, -25 53 55.5, , , , , ,5,-3, ug, , , , 19.6V-21.3V, 2004-48, , 2004-48, A9999-99, , , m179.22103.2421, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 07 51.71++-25 53 55.5&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 V4121 Sgr, 18 07 54.77, -28 49 26.8, , , , , ,3,-4, n, , 1983., , 9.5v-21j, C00002, , 1987-08, 1987-08*, 1987-08X:, , , , Y, , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 07 54.77++-28 49 26.8&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 07 57.21, -27 33 28.8, , , , , ,4,-4, ug:, , , , -, 2003-09, , 2003-09, , , , Bul_sc19_713, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 07 57.21++-27 33 28.8&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 07 57.61, -29 18 14.6, , , , , ,2,-4, ug, , , , 17.8V-19.8V, 2004-48, , 2004-48, A9999-99, , , m115.22182.3452, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 07 57.61++-29 18 14.6&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 08 07.97, -26 13 14.4, , , , , ,5,-3, ug, , , , 16.6I-<19.0I, 2001-48, , 2001-48, A9999-99*, , , MOA-ngb10-1-211, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 08 07.97++-26 13 14.4&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 08 13.35, -27 18 00.9, , , , , ,4,-3, ug:, , , , -, 2003-09, , 2003-09, , , , Bul_sc19_2209, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 08 13.35++-27 18 00.9&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 KY Ara, 18 08 21.98, -54 56 17.3, , , , , ,339,-16, ug:, , 1937., , 15.1p-<21B, ICRS, , 1994-50, 1994-50*, , , HV 7987, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 08 21.98++-54 56 17.3&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
 Sgr, 18 08 24.97, -32 19 42.1, , , , , ,0,-6, ugsu:, , , , 17.3I-19.8I, 2003-09, , 2003-09, 2003-09, , , Bul_sc6_816, , , , , , , , , , ,0, , http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=18 08 24.97++-32 19 42.1&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=5&Radius.unit=arcsec&submit=submit+query&CoordList=
